number,Chinese entity name,entity binomial scientific name,Chinese crop name,English crop name,Chinese relation,English relation
2139,莴笋叶焦病,Lettuce sclerotinia,莴笋,Lettuce,危害,Damage
2140,莴笋病毒病,Lettuce mosaic virus,莴笋,Lettuce,危害,Damage
2141,莴笋褐斑病,Cercospora longissima,莴笋,Lettuce,危害,Damage
2142,莴笋软腐病,Erwinia carotovora subsp. carotovora,莴笋,Lettuce,危害,Damage
2143,莴笋黑斑病,Alternaria alternata,莴苣,lettuce,危害,Damage
2144,莴笋锈病,Uromyces sonchi,莴苣,lettuce,危害,Damage
2145,莴笋腐败病,Fusarium oxysporum,莴笋,Lettuce,危害,Damage
2146,莴笋叶缘坏死病,Phoma exigua,莴笋,Lettuce,危害,Damage
2147,莴笋褐腐病,Rhizoctonia solani,莴笋,Lettuce,危害,Damage
2148,莴苣冬夜蛾,Cucullia fraterna,莴苣,lettuce,危害,Damage
2149,甘蓝夜蛾,Mamestra brassicae,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2150,甘蓝夜蛾,Mamestra brassicae,茄果类,Solanum,危害,Damage
2151,甘蓝夜蛾,Mamestra brassicae,蔬菜,vegetable,危害,Damage
2152,甘蓝夜蛾,Mamestra brassicae,番茄,tomato,危害,Damage
2153,甘蓝夜蛾,Mamestra brassicae,马铃薯,potato,危害,Damage
2154,肾毒蛾,Cifuna locuples,莴笋,Lettuce,危害,Damage
2155,大造桥虫,Ascotis selenaria,莴笋,Lettuce,危害,Damage
2156,美洲斑潜蝇,Liriomyza sativae,莴笋,Lettuce,危害,Damage
2157,温室白粉虱,Trialeurodes vaporariorum,莴笋,Lettuce,危害,Damage
2158,灰地种蝇,Delia platura,莴笋,Lettuce,危害,Damage
2159,莴笋指管蚜,Uroleucon formosanum,莴笋,Lettuce,危害,Damage
2160,莴笋指管蚜,Uroleucon formosanum,苦菜,Bitter Herb,危害,Damage
2161,莴笋指管蚜,Uroleucon formosanum,苦荬菜,Sophora flavescens,危害,Damage
2162,蛴螬,Anomala corpulenta,荔浦芋,Lipu taro,危害,Damage
2163,灰巴蜗牛,Bradybaena ravida,莴笋,Lettuce,危害,Damage
2164,野蛞蝓,Agriolimax agrestis,莴笋,Lettuce,危害,Damage
2165,生菜霜霉病,Bremia lactucae,生菜,lettuce,危害,Damage
2166,生菜褐斑病,Cercospora lactucae - sativae,生菜,lettuce,危害,Damage
2167,生菜灰霉病,Botrytis cinerea,生菜,lettuce,危害,Damage
2168,生菜菌核病,Sclerotinia sclerotiorum,生菜,lettuce,危害,Damage
2169,生菜软腐病,Erwinia carotovora subsp. carotovora,生菜,lettuce,危害,Damage
2170,生菜病毒病,Lettuce mosaic virus,生菜,lettuce,危害,Damage
2171,生菜褐腐病,Rhizoctonia solani,生菜,lettuce,危害,Damage
2172,苋菜白锈病,Albugo bliti,苋菜,Amaranth,危害,Damage
2173,苋菜褐斑病,Cercospora amaranthi,苋菜,Amaranth,危害,Damage
2174,苋菜炭疽病,Colletotrichum gloeosporioides,苋菜,Amaranth,危害,Damage
2175,苋菜病毒病,Amaranthus leaf virus,苋菜,Amaranth,危害,Damage
2176,苋菜斑点病,Phyllosticta amaranthi,苋菜,Amaranth,危害,Damage
2177,苋菜灰霉病,Botrytis cinerea,苋菜,Amaranth,危害,Damage
2178,温室白粉虱,Trialeurodes vaporariorum,苋菜,Amaranth,危害,Damage
2179,落葵紫斑病,Cercospora basellae,落葵,Basella alba,危害,Damage
2180,落葵茎腐病,Fusarium oxysporum,落葵,Basella alba,危害,Damage
2181,落葵炭疽病,Colletotrichum gloeosporioides,落葵,Basella alba,危害,Damage
2182,落葵黑斑病,Alternaria alternata,落葵,Basella alba,危害,Damage
2183,落葵灰霉病,Botrytis cinerea,落葵,Basella alba,危害,Damage
2184,落葵苗腐病,Pythium aphanidermatum,落葵,Basella alba,危害,Damage
2185,落葵蛇眼病,Phyllosticta sp.,落葵,Basella alba,危害,Damage
2186,落葵花叶病,Basella mosaic virus,落葵,Basella alba,危害,Damage
2187,落葵根结线虫病,Meloidogyne incognita,落葵,Basella alba,危害,Damage
2188,蕹菜白锈病,Albugo ipomoeae - aquaticae,蕹菜,Water spinach,危害,Damage
2189,蕹菜褐斑病,Cercospora ipomoeae,蕹菜,Water spinach,危害,Damage
2190,蕹菜灰霉病,Botrytis cinerea,蕹菜,Water spinach,危害,Damage
2191,西葫芦细菌性叶枯病,Xanthomonas campestris pv. cucurbitae,西葫芦,squash,危害,Damage
2192,西葫芦根霉果腐病,Rhizopus stolonifer,西葫芦,squash,危害,Damage
2193,西葫芦叶枯病,Alternaria cucurbitae,西葫芦,squash,危害,Damage
2194,西葫芦叶点病,Phyllosticta cucurbitae,西葫芦,squash,危害,Damage
2195,西葫芦霜霉病,Pseudoperonospora cubensis,西葫芦,squash,危害,Damage
2196,西葫芦银叶病,Pseudoperonospora cubensis,西葫芦,squash,危害,Damage
2197,豌豆锈病,Uromyces pisi,豌豆,pea,危害,Damage
2198,豌豆灰霉病,Botrytis cinerea,豌豆,pea,危害,Damage
2199,豌豆根腐病,Fusarium solani,豌豆,pea,危害,Damage
2200,豌豆病毒病,Pea enation mosaic virus,豌豆,pea,危害,Damage
2201,豌豆黑斑病,Alternaria alternata,豌豆,pea,危害,Damage
2202,豌豆芽枯病,（可能是多种病原菌引起）,豌豆,pea,危害,Damage
2203,葡萄轮斑病,Alternaria alternata,葡萄,Grape,危害,Damage
2204,葡萄轮纹病,Botryosphaeria dothidea,葡萄,Grape,危害,Damage
2205,葡萄蔓割病,Gibberella baccata,葡萄,Grape,危害,Damage
2206,葡萄叶斑病,Cercospora viticola,葡萄,Grape,危害,Damage
2207,葡萄小褐斑病,Cercospora roesleri,葡萄,Grape,危害,Damage
2208,角斑古毒蛾,Orgyia gonostigma,果,fruit,危害,Damage
2209,角斑古毒蛾,Orgyia gonostigma,杏,apricot,危害,Damage
2210,橘灰象甲,Sympiezomias citri,柑橘,Tangerine,危害,Damage
2211,橘灰象甲,Sympiezomias citri,龙眼,Longan,危害,Damage
2212,橘灰象甲,Sympiezomias citri,荔枝,litchi,危害,Damage
2213,橘灰象甲,Sympiezomias citri,茉莉,Jasmine,危害,Damage
2214,橘灰象甲,Sympiezomias citri,野芝麻,Wild sesame,危害,Damage
2215,黑额光叶甲,Smaragdina nigrifrons,玉米,corn,危害,Damage
2216,黑额光叶甲,Smaragdina nigrifrons,算盘子,Abacus,危害,Damage
2217,黑额光叶甲,Smaragdina nigrifrons,白茅属,Imperata,危害,Damage
2218,黑额光叶甲,Smaragdina nigrifrons,蒿属,Artemisia,危害,Damage
2219,茶翅蝽,Halyomorpha halys,梨,pear,危害,Damage
2220,茶翅蝽,Halyomorpha halys,李,plum,危害,Damage
2221,茶翅蝽,Halyomorpha halys,楂,Chinese quince,危害,Damage
2222,栗疫病,Cryphonectria parasitica,板栗,Chestnut,危害,Damage
2223,荔枝拟木蠹蛾,Arbela dea,翅目,Pteridae,危害,Damage
2224,荔枝拟木蠹蛾,Arbela dea,木蠹,Wood beetle,危害,Damage
2225,龙眼根腐病,Fusarium solani,龙眼,Longan,危害,Damage
2226,龙眼根腐病,Fusarium solani,荔枝,litchi,危害,Damage
2227,龙眼根腐病,Fusarium solani,枇杷,Loquat,危害,Damage
2228,八点灰灯蛾,Creatonotos transiens,白菜,Chinese cabbage,危害,Damage
2229,八点灰灯蛾,Creatonotos transiens,油菜,rape,危害,Damage
2230,八点灰灯蛾,Creatonotos transiens,菜心,Choy Sum,危害,Damage
2231,八点灰灯蛾,Creatonotos transiens,甘蓝,Kale,危害,Damage
2232,八点灰灯蛾,Creatonotos transiens,十字花科,Cruciferae,危害,Damage
2233,八点灰灯蛾,Creatonotos transiens,蔬菜,vegetable,危害,Damage
2234,八点灰灯蛾,Creatonotos transiens,玉米,corn,危害,Damage
2235,八点灰灯蛾,Creatonotos transiens,大豆,Soybean,危害,Damage
2236,八点灰灯蛾,Creatonotos transiens,柑橘,Tangerine,危害,Damage
2237,银纹夜蛾,Argyrogramma agnata,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2238,大菜粉蝶,Pieris brassicae,白菜油菜,Cabbage rape,危害,Damage
2239,大菜粉蝶,Pieris brassicae,甘蓝,Kale,危害,Damage
2240,大菜粉蝶,Pieris brassicae,花椰菜,brocoli,危害,Damage
2241,大菜粉蝶,Pieris brassicae,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2242,菜叶蜂,Athalia rosae,白菜,Chinese cabbage,危害,Damage
2243,菜叶蜂,Athalia rosae,芫菁,Melaleuca,危害,Damage
2244,菜叶蜂,Athalia rosae,油菜,rape,危害,Damage
2245,菜叶蜂,Athalia rosae,甘蓝,Kale,危害,Damage
2246,菜叶蜂,Athalia rosae,萝卜,radish,危害,Damage
2247,菜叶蜂,Athalia rosae,芥菜,mustard,危害,Damage
2248,菜叶蜂,Athalia rosae,十字花科,Cruciferae,危害,Damage
2249,短额负蝗,Atractomorpha sinensis,白菜,Chinese cabbage,危害,Damage
2250,短额负蝗,Atractomorpha sinensis,甘蓝,Kale,危害,Damage
2251,短额负蝗,Atractomorpha sinensis,萝卜,radish,危害,Damage
2252,短额负蝗,Atractomorpha sinensis,豆类,Beans,危害,Damage
2253,短额负蝗,Atractomorpha sinensis,茄子,eggplant,危害,Damage
2254,短额负蝗,Atractomorpha sinensis,马铃薯,potato,危害,Damage
2255,短额负蝗,Atractomorpha sinensis,农作物,crop,危害,Damage
2256,菜潜蝇,Liriomyza brassicae,菜心,Choy Sum,危害,Damage
2257,菜潜蝇,Liriomyza brassicae,小白菜,Chinese Cabbage,危害,Damage
2258,菜潜蝇,Liriomyza brassicae,芥兰,Kale,危害,Damage
2259,菜潜蝇,Liriomyza brassicae,芥菜,mustard,危害,Damage
2260,菜潜蝇,Liriomyza brassicae,椰菜,Cabbage,危害,Damage
2261,菜潜蝇,Liriomyza brassicae,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2262,菜潜蝇,Liriomyza brassicae,豌豆,pea,危害,Damage
2263,菜潜蝇,Liriomyza brassicae,番茄,tomato,危害,Damage
2264,黄曲条跳甲,Phyllotreta striolata,十字花科,Cruciferae,危害,Damage
2265,黄曲条跳甲,Phyllotreta striolata,豆类蔬菜,Legumes and vegetables,危害,Damage
2266,黄狭条跳甲,Phyllotreta vittula,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2267,黄宽条跳甲,Phyllotreta humilis,白菜,Chinese cabbage,危害,Damage
2268,黄宽条跳甲,Phyllotreta humilis,油菜,rape,危害,Damage
2269,黄宽条跳甲,Phyllotreta humilis,大麦,barley,危害,Damage
2270,黄宽条跳甲,Phyllotreta humilis,大麻,marijuana,危害,Damage
2271,黄宽条跳甲,Phyllotreta humilis,甜菜,beet,危害,Damage
2272,油菜蚤跳甲,Psylliodes punctifrons,十字花科,Cruciferae,危害,Damage
2273,小猿叶甲,Phaedon brassicae,白菜,Chinese cabbage,危害,Damage
2274,小猿叶甲,Phaedon brassicae,萝卜,radish,危害,Damage
2275,小猿叶甲,Phaedon brassicae,芥菜,mustard,危害,Damage
2276,小猿叶甲,Phaedon brassicae,花椰菜,brocoli,危害,Damage
2277,小猿叶甲,Phaedon brassicae,莴苣,lettuce,危害,Damage
2278,小猿叶甲,Phaedon brassicae,胡萝卜,carrot,危害,Damage
2279,小猿叶甲,Phaedon brassicae,洋葱,onion,危害,Damage
2280,大猿叶甲,Colaphellus bowringi,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2281,大猿叶甲,Colaphellus bowringi,白菜,Chinese cabbage,危害,Damage
2282,大猿叶甲,Colaphellus bowringi,油菜,rape,危害,Damage
2283,菜蝽,Eurydema dominulus,白菜,Chinese cabbage,危害,Damage
2284,菜蝽,Eurydema dominulus,甘蓝,Kale,危害,Damage
2285,菜蝽,Eurydema dominulus,花椰菜,brocoli,危害,Damage
2286,菜蝽,Eurydema dominulus,萝卜,radish,危害,Damage
2287,菜蝽,Eurydema dominulus,油菜,rape,危害,Damage
2288,菜蝽,Eurydema dominulus,芥菜,mustard,危害,Damage
2289,菜蝽,Eurydema dominulus,十字花科,Cruciferae,危害,Damage
2290,横纹菜蝽,Plautia crossota,白菜,Chinese cabbage,危害,Damage
2291,横纹菜蝽,Plautia crossota,十字花科蔬菜,Cruciferous vegetables,危害,Damage
2292,甘蓝黄叶病,Fusarium oxysporum,甘蓝,Kale,危害,Damage
2293,甜菜根结线虫病,Meloidogyne sp.,甜菜,beet,危害,Damage
2294,甜菜白带野螟,Hymenia recurvalis,苋菜,Amaranth,危害,Damage
2295,甜菜白带野螟,Hymenia recurvalis,黄瓜,cucumber,危害,Damage
2296,甜菜白带野螟,Hymenia recurvalis,玉米,corn,危害,Damage
2297,甜菜白带野螟,Hymenia recurvalis,甘薯,sweet potato,危害,Damage
2298,甜菜白带野螟,Hymenia recurvalis,甘蔗,sugar cane,危害,Damage
2299,甜菜白带野螟,Hymenia recurvalis,甜菜,beet,危害,Damage
2300,甜菜白带野螟,Hymenia recurvalis,大豆,Soybean,危害,Damage
2301,甜菜白带野螟,Hymenia recurvalis,向日葵,sunflower,危害,Damage
2302,甜菜象甲,Bothynoderes punctiventris,甜菜,beet,危害,Damage
2303,甜菜象甲,Bothynoderes punctiventris,大豆,Soybean,危害,Damage
2304,甜菜象甲,Bothynoderes punctiventris,亚麻,flax,危害,Damage
2305,甜菜象甲,Bothynoderes punctiventris,大麻,marijuana,危害,Damage
2306,甜菜象甲,Bothynoderes punctiventris,苜蓿,Alfalfa,危害,Damage
2307,甜菜象甲,Bothynoderes punctiventris,菠菜,spinach,危害,Damage
2308,甜菜象甲,Bothynoderes punctiventris,白菜,Chinese cabbage,危害,Damage
2309,甜菜象甲,Bothynoderes punctiventris,甘蓝,Kale,危害,Damage
2310,甜菜象甲,Bothynoderes punctiventris,瓜类,Melons,危害,Damage
2311,甜菜跳甲,Chaetocnema discreta,甜菜,beet,危害,Damage
2312,甜菜跳甲,Chaetocnema discreta,芥麦,Mustard,危害,Damage
2313,甜菜跳甲,Chaetocnema discreta,大黄,rhubarb,危害,Damage
2314,甜菜跳甲,Chaetocnema discreta,酸模,Sorrel,危害,Damage
2315,甜菜大龟甲,Cassida nebulosa,甜菜,beet,危害,Damage
2316,甜菜潜叶蝇,Pegomya hyoscyami,甜菜,beet,危害,Damage
2317,甜菜潜叶蝇,Pegomya hyoscyami,菠菜,spinach,危害,Damage
2318,甜菜白带野螟,Hymenia recurvalis,棠鸡,Tangji,危害,Damage
2319,甜菜白带野螟,Hymenia recurvalis,花,flower,危害,Damage
2320,甜菜白带野螟,Hymenia recurvalis,鹃天,Cuckoo day,危害,Damage
2321,甜菜白带野螟,Hymenia recurvalis,葵红,Sunflower,危害,Damage
2322,黄草地螟,Loxostege verticalis,甜菜,beet,危害,Damage
2323,黄草地螟,Loxostege verticalis,大豆,Soybean,危害,Damage
2324,黄草地螟,Loxostege verticalis,苜蓿,Alfalfa,危害,Damage
2325,黄草地螟,Loxostege verticalis,小蓟,Thistle,危害,Damage
2326,黄草地螟,Loxostege verticalis,紫苜蓿,Purple Alfalfa,危害,Damage
2327,茶芽枯病,Phyllosticta gemmiphliae,茶树,tea tree,危害,Damage
2328,茶圆赤星病,Elsinoë leucospila,茶树,tea tree,危害,Damage
2329,茶煤病,Neocapnodium theae Hara,茶树,tea tree,危害,Damage
2330,茶轮斑病,Pestalotiopsis theae,茶树,tea tree,危害,Damage
2331,茶炭疽病,Colletotrichum theae - sinensis,茶树,tea tree,危害,Damage
2332,茶根癌病,Agrobacterium tumefaciens,茶树,tea tree,危害,Damage
2333,茶根癌病,Agrobacterium tumefaciens,苹果,apple,危害,Damage
2334,茶根癌病,Agrobacterium tumefaciens,葡萄,Grape,危害,Damage
2335,茶根癌病,Agrobacterium tumefaciens,柑橘,Tangerine,危害,Damage
2336,茶尺蠖,Ectropis obliqua,油茶,Camellia oleifera,危害,Damage
2337,茶尺蠖,Ectropis obliqua,大豆,Soybean,危害,Damage
2338,茶尺蠖,Ectropis obliqua,豇豆,cowpea,危害,Damage
2339,茶尺蠖,Ectropis obliqua,芝麻,Sesame,危害,Damage
2340,茶尺蠖,Ectropis obliqua,向日葵,sunflower,危害,Damage
2341,茶尺蠖,Ectropis obliqua,绣球花,Hydrangea,危害,Damage
2342,茶尺蠖,Ectropis obliqua,山茶,Camellia,危害,Damage
2343,茶尺蠖,Ectropis obliqua,忍冬,Honeysuckle,危害,Damage
2344,茶尺蠖,Ectropis obliqua,山核桃,Pecan,危害,Damage
2345,茶尺蠖,Ectropis obliqua,杨栌,Cotinus poplar,危害,Damage
2346,茶尺蠖,Ectropis obliqua,钓樟,Cinnamomum camphora,危害,Damage
2347,茶尺蠖,Ectropis obliqua,石榴,Pomegranate,危害,Damage
2348,茶尺蠖,Ectropis obliqua,辣蓼,Polygonum hydropiper,危害,Damage
2349,茶毛虫,Euproctis pseudoconspersa,油茶,Camellia oleifera,危害,Damage
2350,茶毛虫,Euproctis pseudoconspersa,油桐,Tung oil tree,危害,Damage
2351,茶毛虫,Euproctis pseudoconspersa,乌桕,Sapium sebiferum,危害,Damage
2352,茶毛虫,Euproctis pseudoconspersa,柑橘,Tangerine,危害,Damage
2353,茶毛虫,Euproctis pseudoconspersa,樱桃,cherry,危害,Damage
2354,茶毛虫,Euproctis pseudoconspersa,枇杷,Loquat,危害,Damage
2355,茶毛虫,Euproctis pseudoconspersa,玉米,corn,危害,Damage
2356,茶长卷叶蛾,Homona magnanima,茶树,tea tree,危害,Damage
2357,茶长卷叶蛾,Homona magnanima,乌桕,Sapium sebiferum,危害,Damage
2358,茶长卷叶蛾,Homona magnanima,苹果,apple,危害,Damage
2359,茶小卷叶蛾,Adoxophyes orana,茶树,tea tree,危害,Damage
2360,茶小卷叶蛾,Adoxophyes orana,山茶,Camellia,危害,Damage
2361,茶蓑蛾,Clania minuscula,莲藕,Lotus root,危害,Damage
2362,茶褐蓑蛾,Mahasena colona,油茶,Camellia oleifera,危害,Damage
2363,茶褐蓑蛾,Mahasena colona,樟树,Camphor tree,危害,Damage
2364,茶褐蓑蛾,Mahasena colona,扁柏,Chamaecyparis obtusifolia,危害,Damage
2365,茶褐蓑蛾,Mahasena colona,刺槐,locust,危害,Damage
2366,大蓑蛾,Clania variegata,苹果,apple,危害,Damage
2367,大蓑蛾,Clania variegata,葡萄,Grape,危害,Damage
2368,大蓑蛾,Clania variegata,板栗,Chestnut,危害,Damage
2369,大蓑蛾,Clania variegata,核桃,Walnut,危害,Damage
2370,大蓑蛾,Clania variegata,枇杷,Loquat,危害,Damage
2371,大蓑蛾,Clania variegata,柑橘,Tangerine,危害,Damage
2372,大蓑蛾,Clania variegata,龙眼,Longan,危害,Damage
2373,大蓑蛾,Clania variegata,泡桐,Paulownia,危害,Damage
2374,大蓑蛾,Clania variegata,梧桐,Sycamore,危害,Damage
2375,大蓑蛾,Clania variegata,刺槐,locust,危害,Damage
2376,大蓑蛾,Clania variegata,白杨,poplar,危害,Damage
2377,大蓑蛾,Clania variegata,桂花,Osmanthus fragrans,危害,Damage
2378,茶小蓑蛾,Acanthopsyche sp.,茶树,tea tree,危害,Damage
2379,茶小蓑蛾,Acanthopsyche sp.,害山,Harm Mountain,危害,Damage
2380,褐刺蛾,Setora postornata,柑橘,Tangerine,危害,Damage
2381,褐刺蛾,Setora postornata,枫杨,Maple Poplar,危害,Damage
2382,褐刺蛾,Setora postornata,乌桕,Sapium sebiferum,危害,Damage
2383,丽绿刺蛾,Parasa lepida,油茶,Camellia oleifera,危害,Damage
2384,丽绿刺蛾,Parasa lepida,苹果,apple,危害,Damage
2385,丽绿刺蛾,Parasa lepida,芒果,mango,危害,Damage
2386,丽绿刺蛾,Parasa lepida,核桃,Walnut,危害,Damage
2387,丽绿刺蛾,Parasa lepida,咖啡,coffee,危害,Damage
2388,丽绿刺蛾,Parasa lepida,石榴,Pomegranate,危害,Damage
2389,丽绿刺蛾,Parasa lepida,木棉,Kapok,危害,Damage
2390,奕刺蛾,Phlossa conjuncta,油茶,Camellia oleifera,危害,Damage
2391,奕刺蛾,Phlossa conjuncta,柑橘,Tangerine,危害,Damage
2392,奕刺蛾,Phlossa conjuncta,咖啡,coffee,危害,Damage
2393,茶黑毒蛾,Dasychira baibarana,油茶,Camellia oleifera,危害,Damage
2394,台湾黄毒蛾,Porthesia taiwana,玉米,corn,危害,Damage
2395,台湾黄毒蛾,Porthesia taiwana,番茄,tomato,危害,Damage
2396,台湾黄毒蛾,Porthesia taiwana,番石榴,Guava,危害,Damage
2397,茶斑蛾,Eterusia aedea,油茶,Camellia oleifera,危害,Damage
2398,茶斑蛾,Eterusia aedea,山茶,Camellia,危害,Damage
2399,茶斑蛾,Eterusia aedea,重阳木,Chinese fern,危害,Damage
2400,茶斑蛾,Eterusia aedea,青红榆,Green elm,危害,Damage
2401,云尺蠖,Buzura thibetaria,茶树,tea tree,危害,Damage
2402,云尺蠖,Buzura thibetaria,油茶,Camellia oleifera,危害,Damage
2403,云尺蠖,Buzura thibetaria,油桐,Tung oil tree,危害,Damage
2404,云尺蠖,Buzura thibetaria,刺槐,locust,危害,Damage
2405,云尺蠖,Buzura thibetaria,杨梅,Bayberry,危害,Damage
2406,云尺蠖,Buzura thibetaria,大豆,Soybean,危害,Damage
2407,云尺蠖,Buzura thibetaria,玉米,corn,危害,Damage
2408,茶白毒蛾,Arctornis alba,茶树,tea tree,危害,Damage
2409,茶白毒蛾,Arctornis alba,油茶,Camellia oleifera,危害,Damage
2410,茶白毒蛾,Arctornis alba,柞树,Oak,危害,Damage
2411,茶蚕,Andraca bipunctata,油茶,Camellia oleifera,危害,Damage
2412,茶蚕,Andraca bipunctata,厚皮香,Thick leather,危害,Damage
2413,假眼小绿叶蝉,Empoasca vitis,茶树,tea tree,危害,Damage
2414,假眼小绿叶蝉,Empoasca vitis,花生,peanut,危害,Damage
2415,假眼小绿叶蝉,Empoasca vitis,大豆,Soybean,危害,Damage
2416,假眼小绿叶蝉,Empoasca vitis,十字花科,Cruciferae,危害,Damage
2417,假眼小绿叶蝉,Empoasca vitis,蔬菜,vegetable,危害,Damage
2418,假眼小绿叶蝉,Empoasca vitis,果树,Fruit trees,危害,Damage
2419,假眼小绿叶蝉,Empoasca vitis,药用植物,Medicinal plants,危害,Damage
2420,棉叶蝉,Amrasca biguttula,棉花,cotton,危害,Damage
2421,棉叶蝉,Amrasca biguttula,茄子,eggplant,危害,Damage
2422,棉叶蝉,Amrasca biguttula,番茄,tomato,危害,Damage
2423,棉叶蝉,Amrasca biguttula,马铃薯,potato,危害,Damage
2424,棉叶蝉,Amrasca biguttula,豆类,Beans,危害,Damage
2425,棉叶蝉,Amrasca biguttula,烟草,tobacco,危害,Damage
2426,棉叶蝉,Amrasca biguttula,葡萄,Grape,危害,Damage
2427,棉叶蝉,Amrasca biguttula,柑橘,Tangerine,危害,Damage
2428,棉叶蝉,Amrasca biguttula,杂草,Weeds,危害,Damage
2429,碧蛾蜡蝉,Geisha distinctissima,油茶,Camellia oleifera,危害,Damage
2430,碧蛾蜡蝉,Geisha distinctissima,乌桕,Sapium sebiferum,危害,Damage
2431,碧蛾蜡蝉,Geisha distinctissima,柑橘,Tangerine,危害,Damage
2432,碧蛾蜡蝉,Geisha distinctissima,龙眼,Longan,危害,Damage
2433,碧蛾蜡蝉,Geisha distinctissima,板栗,Chestnut,危害,Damage
2434,八点广翅蜡蝉,Ricania speculum,油茶,Camellia oleifera,危害,Damage
2435,八点广翅蜡蝉,Ricania speculum,黄麻,jute,危害,Damage
2436,八点广翅蜡蝉,Ricania speculum,大豆,Soybean,危害,Damage
2437,八点广翅蜡蝉,Ricania speculum,咖啡,coffee,危害,Damage
2438,八点广翅蜡蝉,Ricania speculum,可可,cocoa,危害,Damage
2439,八点广翅蜡蝉,Ricania speculum,洋槐,locust,危害,Damage
2440,茶网蝽,Stephanitis chinensis,茶树,tea tree,危害,Damage
2441,茶网蝽,Stephanitis chinensis,油茶,Camellia oleifera,危害,Damage
2442,绿盲蝽,Apolygus lucorum,茶,Tea,危害,Damage
2443,绿盲蝽,Apolygus lucorum,蓿,Fat,危害,Damage
2444,绿盲蝽,Apolygus lucorum,类,kind,危害,Damage
2445,绿盲蝽,Apolygus lucorum,菜胡,Rapeseed,危害,Damage
2446,绿盲蝽,Apolygus lucorum,卜马,Buma,危害,Damage
2447,绿盲蝽,Apolygus lucorum,薯,Yam,危害,Damage
2448,绿盲蝽,Apolygus lucorum,桃,Peach,危害,Damage
2449,绿盲蝽,Apolygus lucorum,榴,pomegranate,危害,Damage
2450,绿盲蝽,Apolygus lucorum,萄,Grape,危害,Damage
2451,茶角盲蝽,Helopeltis theivora,可可,cocoa,危害,Damage
2452,茶角盲蝽,Helopeltis theivora,芒果,mango,危害,Damage
2453,茶角盲蝽,Helopeltis theivora,番石榴,Guava,危害,Damage
2454,油茶宽盾蝽,Poecilocoris latus,油茶,Camellia oleifera,危害,Damage
2455,茶二叉蚜,Toxoptera aurantii,柑橘,Tangerine,危害,Damage
2456,茶二叉蚜,Toxoptera aurantii,咖啡,coffee,危害,Damage
2457,茶二叉蚜,Toxoptera aurantii,可可,cocoa,危害,Damage
2458,桔黄粉虱,Dialeurodes citri,茶树,tea tree,危害,Damage
2459,桔黄粉虱,Dialeurodes citri,柑桔,Citrus,危害,Damage
2460,桔黄粉虱,Dialeurodes citri,通草,Tongcao,危害,Damage
2461,桔黄粉虱,Dialeurodes citri,常春藤,ivy,危害,Damage
2462,黑刺粉虱,Aleurocanthus spiniferus,橘,Orange,危害,Damage
2463,椰圆蚧,Aspidiotus destructor,山茶,Camellia,危害,Damage
2464,椰圆蚧,Aspidiotus destructor,椰子,coconut,危害,Damage
2465,椰圆蚧,Aspidiotus destructor,柑桔,Citrus,危害,Damage
2466,椰圆蚧,Aspidiotus destructor,香蕉,banana,危害,Damage
2467,椰圆蚧,Aspidiotus destructor,芒果,mango,危害,Damage
2468,椰圆蚧,Aspidiotus destructor,荔枝,litchi,危害,Damage
2469,椰圆蚧,Aspidiotus destructor,木瓜,pawpaw,危害,Damage
2470,椰圆蚧,Aspidiotus destructor,葡萄,Grape,危害,Damage
2471,茶梨蚧,Pinnaspis theae,茶树,tea tree,危害,Damage
2472,茶梨蚧,Pinnaspis theae,桑枝,Mulberry Branch,危害,Damage
2473,茶梨蚧,Pinnaspis theae,柑橘,Tangerine,危害,Damage
2474,茶牡蛎蚧,Lepidosaphes tubulorum,油茶,Camellia oleifera,危害,Damage
2475,茶牡蛎蚧,Lepidosaphes tubulorum,乌柏,Umber,危害,Damage
2476,蛇眼蚧,Pseudaonidia duplex,茶树,tea tree,危害,Damage
2477,蛇眼蚧,Pseudaonidia duplex,油茶,Camellia oleifera,危害,Damage
2478,蛇眼蚧,Pseudaonidia duplex,樟树,Camphor tree,危害,Damage
2479,蛇眼蚧,Pseudaonidia duplex,柑橘,Tangerine,危害,Damage
2480,蛇眼蚧,Pseudaonidia duplex,苹果,apple,危害,Damage
2481,蛇眼蚧,Pseudaonidia duplex,杨梅,Bayberry,危害,Damage
2482,青蛾蜡蝉,Salurnis marginella,油茶,Camellia oleifera,危害,Damage
2483,青蛾蜡蝉,Salurnis marginella,柑橘,Tangerine,危害,Damage
2484,青蛾蜡蝉,Salurnis marginella,葡萄,Grape,危害,Damage
2485,茶枝镰蛾,Casmara patrona,油茶,Camellia oleifera,危害,Damage
2486,茶枝镰蛾,Casmara patrona,山茶,Camellia,危害,Damage
2487,茶材小蠹,Xyleborus fornicatus,蓖麻,Castor,危害,Damage
2488,茶材小蠹,Xyleborus fornicatus,荔枝,litchi,危害,Damage
2489,茶材小蠹,Xyleborus fornicatus,洋槐,locust,危害,Damage
