number,Chinese entity name,entity binomial scientific name,Chinese part,English part,Chinese relation,English relation
612,豇豆角斑病,Cowpea angular leaf spot,叶片,blade,危害部位,InflictHarmPart
613,豇豆茎枯病,Cowpea stem blight,苗期,Seedling stage,危害部位,InflictHarmPart
614,豇豆茎枯病,Cowpea stem blight,成株,Adult plant,危害部位,InflictHarmPart
615,毛豆锈病,Phakopsora pachyrhizi,叶片,blade,危害部位,InflictHarmPart
616,毛豆锈病,Phakopsora pachyrhizi,叶柄和茎,Petiole and stem,危害部位,InflictHarmPart
617,毛豆疫病,Phytophthora sojae,苗期,Seedling stage,危害部位,InflictHarmPart
618,毛豆疫病,Phytophthora sojae,成株,Adult plant,危害部位,InflictHarmPart
619,毛豆疫病,Phytophthora sojae,豆荚,pod,危害部位,InflictHarmPart
620,毛豆褐斑病,Soybean brown spot,子叶,Cotyledon,危害部位,InflictHarmPart
621,毛豆褐斑病,Soybean brown spot,叶片,blade,危害部位,InflictHarmPart
622,毛豆褐斑病,Soybean brown spot,茎和,Stem and,危害部位,InflictHarmPart
623,毛豆褐斑病,Soybean brown spot,叶柄,Petiole,危害部位,InflictHarmPart
624,毛豆黑斑病,Soybean black spot,叶片,blade,危害部位,InflictHarmPart
625,毛豆黑斑病,Soybean black spot,豆荚,pod,危害部位,InflictHarmPart
626,毛豆灰斑病,Soybean grey spot,幼苗,seedling,危害部位,InflictHarmPart
627,毛豆霜霉病,Peronospora manshurica,幼苗,seedling,危害部位,InflictHarmPart
628,毛豆霜霉病,Peronospora manshurica,豆荚,pod,危害部位,InflictHarmPart
629,毛豆耙点病,Soybean rake spot,叶片,blade,危害部位,InflictHarmPart
630,毛豆耙点病,Soybean rake spot,叶柄,Petiole,危害部位,InflictHarmPart
631,毛豆耙点病,Soybean rake spot,茎蔓,Stem,危害部位,InflictHarmPart
632,毛豆耙点病,Soybean rake spot,豆荚,pod,危害部位,InflictHarmPart
633,毛豆炭疽病,Colletotrichum lindemuthianum,茎杆,Stem,危害部位,InflictHarmPart
634,毛豆炭疽病,Colletotrichum lindemuthianum,豆荚,pod,危害部位,InflictHarmPart
635,毛豆炭疽病,Colletotrichum lindemuthianum,子叶,Cotyledon,危害部位,InflictHarmPart
636,毛豆炭疽病,Colletotrichum lindemuthianum,叶片,blade,危害部位,InflictHarmPart
637,毛豆炭疽病,Colletotrichum lindemuthianum,叶柄,Petiole,危害部位,InflictHarmPart
638,毛豆荚枯病,Soybean pod blight,豆荚,pod,危害部位,InflictHarmPart
639,毛豆荚枯病,Soybean pod blight,茎杆,Stem,危害部位,InflictHarmPart
640,毛豆荚枯病,Soybean pod blight,叶柄,Petiole,危害部位,InflictHarmPart
641,毛豆枯萎病,Fusarium oxysporum f. sp. glycines,整株,Whole plant,危害部位,InflictHarmPart
642,毛豆枯萎病,Fusarium oxysporum f. sp. glycines,根系,Root system,危害部位,InflictHarmPart
643,毛豆枯萎病,Fusarium oxysporum f. sp. glycines,茎部,Stem,危害部位,InflictHarmPart
644,毛豆细菌斑疹病,Soybean bacterial pustule,叶片,blade,危害部位,InflictHarmPart
645,毛豆细菌斑疹病,Soybean bacterial pustule,豆荚,pod,危害部位,InflictHarmPart
646,毛豆菌核病,Sclerotinia sclerotiorum,苗期,Seedling stage,危害部位,InflictHarmPart
647,毛豆菌核病,Sclerotinia sclerotiorum,叶片,blade,危害部位,InflictHarmPart
648,毛豆菌核病,Sclerotinia sclerotiorum,茎杆,Stem,危害部位,InflictHarmPart
649,毛豆菌核病,Sclerotinia sclerotiorum,豆荚,pod,危害部位,InflictHarmPart
650,毛豆猝倒病,Soybean damping - off,根,root,危害部位,InflictHarmPart
651,毛豆黑点病,Soybean black dot,茎杆,Stem,危害部位,InflictHarmPart
652,毛豆黑点病,Soybean black dot,豆荚,pod,危害部位,InflictHarmPart
653,毛豆黑点病,Soybean black dot,籽粒,Grains,危害部位,InflictHarmPart
654,毛豆轮纹病,Soybean ring pattern,子叶,Cotyledon,危害部位,InflictHarmPart
655,毛豆轮纹病,Soybean ring pattern,叶片,blade,危害部位,InflictHarmPart
656,毛豆轮纹病,Soybean ring pattern,叶柄,Petiole,危害部位,InflictHarmPart
657,毛豆轮纹病,Soybean ring pattern,茎部,Stem,危害部位,InflictHarmPart
658,毛豆细菌性斑点病,Soybean bacterial spot,幼苗,seedling,危害部位,InflictHarmPart
659,毛豆细菌性斑点病,Soybean bacterial spot,叶片,blade,危害部位,InflictHarmPart
660,毛豆细菌性斑点病,Soybean bacterial spot,茎和,Stem and,危害部位,InflictHarmPart
661,毛豆细菌性斑点病,Soybean bacterial spot,叶柄,Petiole,危害部位,InflictHarmPart
662,毛豆细菌性斑点病,Soybean bacterial spot,豆荚,pod,危害部位,InflictHarmPart
663,毛豆细菌性斑点病,Soybean bacterial spot,籽粒,Grains,危害部位,InflictHarmPart
664,毛豆羞萎病,Soybean shy wilt,幼苗,seedling,危害部位,InflictHarmPart
665,毛豆羞萎病,Soybean shy wilt,叶片,blade,危害部位,InflictHarmPart
666,毛豆羞萎病,Soybean shy wilt,叶柄,Petiole,危害部位,InflictHarmPart
667,毛豆羞萎病,Soybean shy wilt,茎杆,Stem,危害部位,InflictHarmPart
668,毛豆羞萎病,Soybean shy wilt,豆荚,pod,危害部位,InflictHarmPart
669,毛豆紫斑病,Soybean purple spot,子叶,Cotyledon,危害部位,InflictHarmPart
670,毛豆紫斑病,Soybean purple spot,叶片,blade,危害部位,InflictHarmPart
671,毛豆紫斑病,Soybean purple spot,茎杆,Stem,危害部位,InflictHarmPart
672,毛豆紫斑病,Soybean purple spot,豆荚,pod,危害部位,InflictHarmPart
673,毛豆紫斑病,Soybean purple spot,种子,seed,危害部位,InflictHarmPart
674,豌豆褐斑病,Pea brown spot,叶片,blade,危害部位,InflictHarmPart
675,豌豆褐纹病,Pea brown stripe,叶片,blade,危害部位,InflictHarmPart
676,豌豆褐纹病,Pea brown stripe,叶柄及茎,Petiole and stem,危害部位,InflictHarmPart
677,豌豆白粉病,Pea powdery mildew,叶片,blade,危害部位,InflictHarmPart
678,豌豆白粉病,Pea powdery mildew,茎荚,Stem Pods,危害部位,InflictHarmPart
679,豌豆基腐病,Pea basal rot,种子,seed,危害部位,InflictHarmPart
680,豌豆基腐病,Pea basal rot,幼苗,seedling,危害部位,InflictHarmPart
681,西葫芦枯萎病,Fusarium oxysporum f. sp. cucurbitae,幼苗,seedling,危害部位,InflictHarmPart
682,西葫芦枯萎病,Fusarium oxysporum f. sp. cucurbitae,成株,Adult plant,危害部位,InflictHarmPart
683,西葫芦蔓枯病,Zucchini gummy stem blight,苗期,Seedling stage,危害部位,InflictHarmPart
684,西葫芦蔓枯病,Zucchini gummy stem blight,成株,Adult plant,危害部位,InflictHarmPart
685,西葫芦绵腐病,Pythium aphanidermatum,果实,fruit,危害部位,InflictHarmPart
686,西葫芦绵腐病,Pythium aphanidermatum,叶片,blade,危害部位,InflictHarmPart
687,西葫芦软腐病,Zucchini soft rot,根茎,rhizome,危害部位,InflictHarmPart
688,西葫芦软腐病,Zucchini soft rot,果实,fruit,危害部位,InflictHarmPart
689,西葫芦病毒病,Zucchini virus,花叶型,Mosaic,危害部位,InflictHarmPart
690,西葫芦病毒病,Zucchini virus,蕨叶,Fern leaves,危害部位,InflictHarmPart
691,冬瓜黑星病,Wax gourd scab,幼苗,seedling,危害部位,InflictHarmPart
692,冬瓜黑星病,Wax gourd scab,嫩茎,Tender stem,危害部位,InflictHarmPart
693,冬瓜黑星病,Wax gourd scab,叶柄,Petiole,危害部位,InflictHarmPart
694,冬瓜黑星病,Wax gourd scab,瓜蔓,Melon vine,危害部位,InflictHarmPart
695,冬瓜炭疽病,Colletotrichum orbiculare,果实,fruit,危害部位,InflictHarmPart
696,冬瓜炭疽病,Colletotrichum orbiculare,叶片,blade,危害部位,InflictHarmPart
697,冬瓜叶斑病,Wax gourd leaf spot,葫芦,gourd,危害部位,InflictHarmPart
698,冬瓜疫病,Phytophthora capsici,茎部,Stem,危害部位,InflictHarmPart
699,冬瓜疫病,Phytophthora capsici,叶片,blade,危害部位,InflictHarmPart
700,冬瓜疫病,Phytophthora capsici,果实,fruit,危害部位,InflictHarmPart
701,冬瓜枯萎病,Fusarium oxysporum f. sp. cucurbitae,幼苗,seedling,危害部位,InflictHarmPart
702,冬瓜枯萎病,Fusarium oxysporum f. sp. cucurbitae,成株,Adult plant,危害部位,InflictHarmPart
703,冬瓜蔓枯病,Wax gourd gummy stem blight,茎蔓,Stem,危害部位,InflictHarmPart
704,冬瓜蔓枯病,Wax gourd gummy stem blight,叶片,blade,危害部位,InflictHarmPart
705,冬瓜细菌性角斑病,Wax gourd bacterial angular leaf spot,叶片,blade,危害部位,InflictHarmPart
706,冬瓜细菌性角斑病,Wax gourd bacterial angular leaf spot,果实,fruit,危害部位,InflictHarmPart
707,冬瓜细菌性角斑病,Wax gourd bacterial angular leaf spot,卷须,tendril,危害部位,InflictHarmPart
708,冬瓜灰斑病,Wax gourd grey spot,叶片,blade,危害部位,InflictHarmPart
709,冬瓜菌核病,Sclerotinia sclerotiorum,果实,fruit,危害部位,InflictHarmPart
710,冬瓜菌核病,Sclerotinia sclerotiorum,茎蔓,Stem,危害部位,InflictHarmPart
711,冬瓜菌核病,Sclerotinia sclerotiorum,叶柄,Petiole,危害部位,InflictHarmPart
712,冬瓜菌核病,Sclerotinia sclerotiorum,幼果,Young fruit,危害部位,InflictHarmPart
713,瓠瓜白粉病,Calabash gourd powdery mildew,叶片,blade,危害部位,InflictHarmPart
714,瓠瓜白粉病,Calabash gourd powdery mildew,茎蔓,Stem,危害部位,InflictHarmPart
715,瓠瓜白粉病,Calabash gourd powdery mildew,叶柄,Petiole,危害部位,InflictHarmPart
716,瓠瓜炭疽病,Colletotrichum orbiculare,叶片,blade,危害部位,InflictHarmPart
717,瓠瓜炭疽病,Colletotrichum orbiculare,茎蔓,Stem,危害部位,InflictHarmPart
718,瓠瓜炭疽病,Colletotrichum orbiculare,叶柄,Petiole,危害部位,InflictHarmPart
719,瓠瓜炭疽病,Colletotrichum orbiculare,果实,fruit,危害部位,InflictHarmPart
720,瓠瓜灰霉病,Botrytis cinerea,花和,Flowers and,危害部位,InflictHarmPart
721,瓠瓜灰霉病,Botrytis cinerea,茎蔓,Stem,危害部位,InflictHarmPart
722,瓠瓜灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
723,瓠瓜细菌性角斑病,Calabash gourd bacterial angular leaf spot,叶片,blade,危害部位,InflictHarmPart
724,瓠瓜细菌性角斑病,Calabash gourd bacterial angular leaf spot,果实,fruit,危害部位,InflictHarmPart
725,瓠瓜蔓枯病,Calabash gourd gummy stem blight,茎蔓,Stem,危害部位,InflictHarmPart
726,瓠瓜蔓枯病,Calabash gourd gummy stem blight,叶柄,Petiole,危害部位,InflictHarmPart
727,瓠瓜蔓枯病,Calabash gourd gummy stem blight,叶片,blade,危害部位,InflictHarmPart
728,丝瓜枯萎病,Fusarium oxysporum f. sp. luffae,苗期,Seedling stage,危害部位,InflictHarmPart
729,丝瓜枯萎病,Fusarium oxysporum f. sp. luffae,成株,Adult plant,危害部位,InflictHarmPart
730,丝瓜蔓枯病,Sponge gourd gummy stem blight,叶片,blade,危害部位,InflictHarmPart
731,丝瓜蔓枯病,Sponge gourd gummy stem blight,茎蔓,Stem,危害部位,InflictHarmPart
732,丝瓜蔓枯病,Sponge gourd gummy stem blight,果实,fruit,危害部位,InflictHarmPart
733,丝瓜绵腐病,Pythium aphanidermatum,苗期,Seedling stage,危害部位,InflictHarmPart
734,丝瓜绵腐病,Pythium aphanidermatum,成株,Adult plant,危害部位,InflictHarmPart
735,丝瓜细菌性角斑病,Sponge gourd bacterial angular leaf spot,叶片,blade,危害部位,InflictHarmPart
736,丝瓜细菌性角斑病,Sponge gourd bacterial angular leaf spot,茎和,Stem and,危害部位,InflictHarmPart
737,丝瓜细菌性角斑病,Sponge gourd bacterial angular leaf spot,果实,fruit,危害部位,InflictHarmPart
738,丝瓜炭疽病,Colletotrichum orbiculare,叶片,blade,危害部位,InflictHarmPart
739,丝瓜炭疽病,Colletotrichum orbiculare,叶柄,Petiole,危害部位,InflictHarmPart
740,丝瓜炭疽病,Colletotrichum orbiculare,茎蔓,Stem,危害部位,InflictHarmPart
741,丝瓜炭疽病,Colletotrichum orbiculare,果实,fruit,危害部位,InflictHarmPart
742,丝瓜疫病,Phytophthora capsici,果实,fruit,危害部位,InflictHarmPart
743,丝瓜疫病,Phytophthora capsici,茎蔓,Stem,危害部位,InflictHarmPart
744,丝瓜疫病,Phytophthora capsici,叶片,blade,危害部位,InflictHarmPart
745,南瓜黑星病,Pumpkin scab,幼苗,seedling,危害部位,InflictHarmPart
746,南瓜黑星病,Pumpkin scab,叶片,blade,危害部位,InflictHarmPart
747,南瓜黑星病,Pumpkin scab,茎蔓,Stem,危害部位,InflictHarmPart
748,南瓜黑星病,Pumpkin scab,果实,fruit,危害部位,InflictHarmPart
749,南瓜疫病,Phytophthora capsici,茎部,Stem,危害部位,InflictHarmPart
750,南瓜疫病,Phytophthora capsici,叶片,blade,危害部位,InflictHarmPart
751,南瓜疫病,Phytophthora capsici,根部,Root,危害部位,InflictHarmPart
752,南瓜疫病,Phytophthora capsici,果实,fruit,危害部位,InflictHarmPart
753,南瓜枯萎病,Fusarium oxysporum f. sp. cucurbitae,幼苗,seedling,危害部位,InflictHarmPart
754,南瓜枯萎病,Fusarium oxysporum f. sp. cucurbitae,成株,Adult plant,危害部位,InflictHarmPart
755,南瓜病毒病,Pumpkin virus,花叶型,Mosaic,危害部位,InflictHarmPart
756,南瓜病毒病,Pumpkin virus,蕨叶,Fern leaves,危害部位,InflictHarmPart
757,南瓜斑点病,Pumpkin spots,叶片,blade,危害部位,InflictHarmPart
758,南瓜斑点病,Pumpkin spots,花轴,Flower axis,危害部位,InflictHarmPart
759,南瓜黑斑病,Pumpkin black spot,叶片,blade,危害部位,InflictHarmPart
760,南瓜黑斑病,Pumpkin black spot,果实,fruit,危害部位,InflictHarmPart
761,南瓜炭疽病,Colletotrichum orbiculare,幼苗,seedling,危害部位,InflictHarmPart
762,南瓜炭疽病,Colletotrichum orbiculare,茎或,stem or,危害部位,InflictHarmPart
763,南瓜炭疽病,Colletotrichum orbiculare,叶柄,Petiole,危害部位,InflictHarmPart
764,南瓜炭疽病,Colletotrichum orbiculare,果实,fruit,危害部位,InflictHarmPart
765,南瓜蔓枯病,Pumpkin gummy stem blight,叶片,blade,危害部位,InflictHarmPart
766,南瓜蔓枯病,Pumpkin gummy stem blight,茎蔓,Stem,危害部位,InflictHarmPart
767,南瓜蔓枯病,Pumpkin gummy stem blight,果实,fruit,危害部位,InflictHarmPart
768,南瓜银叶病,Pumpkin silver leaf,叶片,blade,危害部位,InflictHarmPart
769,南瓜银叶病,Pumpkin silver leaf,果实,fruit,危害部位,InflictHarmPart
770,飞碟瓜蔓枯病,Pattypan squash gummy stem blight,叶片,blade,危害部位,InflictHarmPart
771,飞碟瓜蔓枯病,Pattypan squash gummy stem blight,茎蔓,Stem,危害部位,InflictHarmPart
772,飞碟瓜蔓枯病,Pattypan squash gummy stem blight,果实,fruit,危害部位,InflictHarmPart
773,辣椒立枯病,Pepper damping - off,幼苗,seedling,危害部位,InflictHarmPart
774,辣椒根腐病,Pepper root rot,种子,seed,危害部位,InflictHarmPart
775,辣椒疮痂病,Xanthomonas campestris pv. vesicatoria,幼苗,seedling,危害部位,InflictHarmPart
776,辣椒疮痂病,Xanthomonas campestris pv. vesicatoria,成株,Adult plant,危害部位,InflictHarmPart
777,辣椒病毒病,Pepper virus,花叶型,Mosaic,危害部位,InflictHarmPart
778,辣椒白斑病,Pepper white spot,叶片,blade,危害部位,InflictHarmPart
779,辣椒白斑病,Pepper white spot,茎部,Stem,危害部位,InflictHarmPart
780,辣椒霜霉病,Pepper downy mildew,叶片,blade,危害部位,InflictHarmPart
781,辣椒霜霉病,Pepper downy mildew,叶柄,Petiole,危害部位,InflictHarmPart
782,辣椒霜霉病,Pepper downy mildew,嫩茎,Tender stem,危害部位,InflictHarmPart
783,茄子棒孢叶斑病,Corynespora cassiicola,叶片,blade,危害部位,InflictHarmPart
784,茄子棒孢叶斑病,Corynespora cassiicola,茎基部,Stem base,危害部位,InflictHarmPart
785,茄子棒孢叶斑病,Corynespora cassiicola,果实,fruit,危害部位,InflictHarmPart
786,茄子褐纹病,Eggplant brown stripe,苗期,Seedling stage,危害部位,InflictHarmPart
787,茄子褐纹病,Eggplant brown stripe,成株,Adult plant,危害部位,InflictHarmPart
788,茄子褐纹病,Eggplant brown stripe,茎枝,Stem,危害部位,InflictHarmPart
789,茄子褐纹病,Eggplant brown stripe,果实,fruit,危害部位,InflictHarmPart
790,茄子褐纹病,Eggplant brown stripe,种子,seed,危害部位,InflictHarmPart
791,茄子叶霉病,Eggplant leaf mold,叶片,blade,危害部位,InflictHarmPart
792,茄子叶霉病,Eggplant leaf mold,叶柄,Petiole,危害部位,InflictHarmPart
793,茄子叶霉病,Eggplant leaf mold,茎部,Stem,危害部位,InflictHarmPart
794,茄子叶霉病,Eggplant leaf mold,果实,fruit,危害部位,InflictHarmPart
795,茄子灰霉病,Botrytis cinerea,苗期,Seedling stage,危害部位,InflictHarmPart
796,茄子灰霉病,Botrytis cinerea,成株,Adult plant,危害部位,InflictHarmPart
797,茄子菌核病,Sclerotinia sclerotiorum,苗期,Seedling stage,危害部位,InflictHarmPart
798,茄子菌核病,Sclerotinia sclerotiorum,叶片,blade,危害部位,InflictHarmPart
799,茄子菌核病,Sclerotinia sclerotiorum,茎部,Stem,危害部位,InflictHarmPart
800,茄子菌核病,Sclerotinia sclerotiorum,花蕾,bud,危害部位,InflictHarmPart
801,茄子菌核病,Sclerotinia sclerotiorum,花柄,Flower stalk,危害部位,InflictHarmPart
802,茄子菌核病,Sclerotinia sclerotiorum,果实,fruit,危害部位,InflictHarmPart
803,茄子绵疫病,Phytophthora parasitica,幼苗,seedling,危害部位,InflictHarmPart
804,茄子绵疫病,Phytophthora parasitica,果实,fruit,危害部位,InflictHarmPart
805,茄子绵疫病,Phytophthora parasitica,叶片,blade,危害部位,InflictHarmPart
806,茄子绵疫病,Phytophthora parasitica,嫩枝,Twigs,危害部位,InflictHarmPart
807,茄子青枯病,Ralstonia solanacearum,整株,Whole plant,危害部位,InflictHarmPart
808,茄子青枯病,Ralstonia solanacearum,茎基部,Stem base,危害部位,InflictHarmPart
809,茄子黑枯病,Eggplant black blight,叶片,blade,危害部位,InflictHarmPart
810,茄子黑枯病,Eggplant black blight,果梗,Fruit stalk,危害部位,InflictHarmPart
811,茄子黑枯病,Eggplant black blight,果实,fruit,危害部位,InflictHarmPart
812,茄子拟黑斑病,Eggplant pseudo - black spot,叶片,blade,危害部位,InflictHarmPart
813,茄子拟黑斑病,Eggplant pseudo - black spot,果实,fruit,危害部位,InflictHarmPart
814,茄子果实疫病,Eggplant fruit blight,苗期,Seedling stage,危害部位,InflictHarmPart
815,茄子果实疫病,Eggplant fruit blight,果实,fruit,危害部位,InflictHarmPart
816,茄子花腐病,Eggplant flower rot,果实,fruit,危害部位,InflictHarmPart
817,茄子细菌性褐斑病,Pseudomonas cichorii,叶片,blade,危害部位,InflictHarmPart
818,茄子细菌性褐斑病,Pseudomonas cichorii,花蕾,bud,危害部位,InflictHarmPart
819,茄子细菌性褐斑病,Pseudomonas cichorii,嫩枝,Twigs,危害部位,InflictHarmPart
820,茄子细菌性褐斑病,Pseudomonas cichorii,果实,fruit,危害部位,InflictHarmPart
821,黄瓜霜霉病,Pseudoperonospora cubensis,子叶,Cotyledon,危害部位,InflictHarmPart
822,黄瓜霜霉病,Pseudoperonospora cubensis,叶片,blade,危害部位,InflictHarmPart
823,黄瓜疫病,Phytophthora drechsleri,茎基部,Stem base,危害部位,InflictHarmPart
824,黄瓜黑星病,Cladosporium cucumerinum,叶片,blade,危害部位,InflictHarmPart
825,黄瓜黑星病,Cladosporium cucumerinum,茎蔓,Stem,危害部位,InflictHarmPart
826,黄瓜黑星病,Cladosporium cucumerinum,瓜条,Melon Strips,危害部位,InflictHarmPart
827,黄瓜黑星病,Cladosporium cucumerinum,卷须,tendril,危害部位,InflictHarmPart
828,黄瓜黑星病,Cladosporium cucumerinum,整株,Whole plant,危害部位,InflictHarmPart
829,黄瓜灰色疫病,Cucumber grey blight,叶片,blade,危害部位,InflictHarmPart
830,黄瓜灰色疫病,Cucumber grey blight,茎蔓,Stem,危害部位,InflictHarmPart
831,黄瓜灰色疫病,Cucumber grey blight,瓜条,Melon Strips,危害部位,InflictHarmPart
832,黄瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,幼苗,seedling,危害部位,InflictHarmPart
833,黄瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,叶片,blade,危害部位,InflictHarmPart
834,黄瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,根和茎,Roots and stems,危害部位,InflictHarmPart
835,黄瓜蔓枯病,Cucumber gummy stem blight,茎蔓,Stem,危害部位,InflictHarmPart
836,黄瓜蔓枯病,Cucumber gummy stem blight,叶片,blade,危害部位,InflictHarmPart
837,黄瓜蔓枯病,Cucumber gummy stem blight,果实,fruit,危害部位,InflictHarmPart
838,黄瓜猝倒病,Pythium aphanidermatum,幼苗,seedling,危害部位,InflictHarmPart
839,黄瓜猝倒病,Pythium aphanidermatum,瓜条,Melon Strips,危害部位,InflictHarmPart
840,黄瓜立枯病,Rhizoctonia solani,茎基部,Stem base,危害部位,InflictHarmPart
841,黄瓜立枯病,Rhizoctonia solani,根部,Root,危害部位,InflictHarmPart
842,黄瓜立枯病,Rhizoctonia solani,整株,Whole plant,危害部位,InflictHarmPart
843,黄瓜菌核病,Sclerotinia sclerotiorum,茎蔓,Stem,危害部位,InflictHarmPart
844,黄瓜菌核病,Sclerotinia sclerotiorum,叶柄,Petiole,危害部位,InflictHarmPart
845,黄瓜菌核病,Sclerotinia sclerotiorum,幼果,Young fruit,危害部位,InflictHarmPart
846,黄瓜菌核病,Sclerotinia sclerotiorum,瓜条,Melon Strips,危害部位,InflictHarmPart
847,黄瓜细菌性角斑病,Pseudomonas syringae pv. lachrymans,叶片,blade,危害部位,InflictHarmPart
848,黄瓜细菌性角斑病,Pseudomonas syringae pv. lachrymans,果实,fruit,危害部位,InflictHarmPart
849,黄瓜细菌性角斑病,Pseudomonas syringae pv. lachrymans,卷须,tendril,危害部位,InflictHarmPart
850,黄瓜炭疽病,Colletotrichum orbiculare,幼苗,seedling,危害部位,InflictHarmPart
851,黄瓜炭疽病,Colletotrichum orbiculare,成株,Adult plant,危害部位,InflictHarmPart
852,黄瓜灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
853,黄瓜根腐病,Cucumber root rot,根和,Root and,危害部位,InflictHarmPart
854,黄瓜根腐病,Cucumber root rot,根茎部,Rhizome,危害部位,InflictHarmPart
855,黄瓜细菌性缘枯病,Pseudomonas marginalis,叶片,blade,危害部位,InflictHarmPart
856,黄瓜细菌性缘枯病,Pseudomonas marginalis,叶柄,Petiole,危害部位,InflictHarmPart
857,黄瓜细菌性缘枯病,Pseudomonas marginalis,卷须,tendril,危害部位,InflictHarmPart
858,黄瓜细菌性缘枯病,Pseudomonas marginalis,瓜条,Melon Strips,危害部位,InflictHarmPart
859,黄瓜病毒病,Cucumber virus,叶片,blade,危害部位,InflictHarmPart
860,黄瓜病毒病,Cucumber virus,植株,Plant,危害部位,InflictHarmPart
861,黄瓜幼苗腐霉根腐病,Cucumber seedling Pythium root rot,幼苗期,Seedling stage,危害部位,InflictHarmPart
862,西葫芦黑星病,Zucchini scab,叶片,blade,危害部位,InflictHarmPart
863,西葫芦黑星病,Zucchini scab,果实,fruit,危害部位,InflictHarmPart
864,茼蒿炭疽病,Chrysanthemum coronarium anthracnose,叶片,blade,危害部位,InflictHarmPart
865,芫荽立枯病,Rhizoctonia solani,幼苗,seedling,危害部位,InflictHarmPart
866,芫荽立枯病,Rhizoctonia solani,大苗,Big seedling,危害部位,InflictHarmPart
867,芫荽叶斑病,Coriander leaf spot,叶片,blade,危害部位,InflictHarmPart
868,芫荽叶斑病,Coriander leaf spot,叶柄,Petiole,危害部位,InflictHarmPart
869,芫荽株腐病,Coriander stem rot,苗期,Seedling stage,危害部位,InflictHarmPart
870,芫荽白粉病,Coriander powdery mildew,叶片,blade,危害部位,InflictHarmPart
871,番茄早疫病,Alternaria solani,叶片,blade,危害部位,InflictHarmPart
872,番茄早疫病,Alternaria solani,叶柄,Petiole,危害部位,InflictHarmPart
873,番茄早疫病,Alternaria solani,茎部,Stem,危害部位,InflictHarmPart
874,番茄早疫病,Alternaria solani,果实,fruit,危害部位,InflictHarmPart
875,番茄晚疫病,Phytophthora infestans,叶片,blade,危害部位,InflictHarmPart
876,番茄晚疫病,Phytophthora infestans,茎部,Stem,危害部位,InflictHarmPart
877,番茄晚疫病,Phytophthora infestans,果实,fruit,危害部位,InflictHarmPart
878,番茄叶霉病,Fulvia fulva,叶片,blade,危害部位,InflictHarmPart
879,番茄叶霉病,Fulvia fulva,茎部,Stem,危害部位,InflictHarmPart
880,番茄叶霉病,Fulvia fulva,花果,Flowers and Fruits,危害部位,InflictHarmPart
881,番茄灰叶斑病,Stemphylium solani,叶片,blade,危害部位,InflictHarmPart
882,番茄灰叶斑病,Stemphylium solani,花朵,Flowers,危害部位,InflictHarmPart
883,番茄灰叶斑病,Stemphylium solani,果实,fruit,危害部位,InflictHarmPart
884,番茄灰斑病,Tomato grey spot,叶部,Leaf,危害部位,InflictHarmPart
885,番茄灰斑病,Tomato grey spot,茎部,Stem,危害部位,InflictHarmPart
886,番茄灰斑病,Tomato grey spot,果实,fruit,危害部位,InflictHarmPart
887,番茄煤污病,Tomato sooty mold,叶片,blade,危害部位,InflictHarmPart
888,番茄煤污病,Tomato sooty mold,果实,fruit,危害部位,InflictHarmPart
889,番茄斑枯病,Septoria lycopersici,叶片,blade,危害部位,InflictHarmPart
890,番茄斑枯病,Septoria lycopersici,叶柄和茎,Petiole and stem,危害部位,InflictHarmPart
891,番茄斑枯病,Septoria lycopersici,果实,fruit,危害部位,InflictHarmPart
892,番茄灰霉病,Botrytis cinerea,幼苗,seedling,危害部位,InflictHarmPart
893,番茄灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
894,番茄灰霉病,Botrytis cinerea,茎部,Stem,危害部位,InflictHarmPart
895,番茄灰霉病,Botrytis cinerea,果实,fruit,危害部位,InflictHarmPart
896,番茄灰霉病,Botrytis cinerea,花萼,calyx,危害部位,InflictHarmPart
897,番茄白绢病,Sclerotium rolfsii,茎基部,Stem base,危害部位,InflictHarmPart
898,番茄白绢病,Sclerotium rolfsii,果实,fruit,危害部位,InflictHarmPart
899,番茄绵疫病,Phytophthora parasitica,果实,fruit,危害部位,InflictHarmPart
900,番茄绵疫病,Phytophthora parasitica,叶片,blade,危害部位,InflictHarmPart
901,番茄红粉病,Trichothecium roseum,果实,fruit,危害部位,InflictHarmPart
902,番茄红粉病,Trichothecium roseum,叶片,blade,危害部位,InflictHarmPart
903,番茄茎基腐病,Fusarium solani,苗期,Seedling stage,危害部位,InflictHarmPart
904,番茄丛枝病,Tomato witches' - broom,植株,Plant,危害部位,InflictHarmPart
905,番茄丛枝病,Tomato witches' - broom,叶片,blade,危害部位,InflictHarmPart
906,番茄丛枝病,Tomato witches' - broom,果实,fruit,危害部位,InflictHarmPart
907,番茄菌核病,Sclerotinia sclerotiorum,叶部,Leaf,危害部位,InflictHarmPart
908,番茄菌核病,Sclerotinia sclerotiorum,茎部,Stem,危害部位,InflictHarmPart
909,番茄菌核病,Sclerotinia sclerotiorum,果实,fruit,危害部位,InflictHarmPart
