number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
5101,茄子炭疽病,Colletotrichum truncatum,中部淡褐色至褐色,Light brown to brown in the middle,存在症状,ManifestAs
5102,茄子炭疽病,Colletotrichum truncatum,朱红色小点或小黑粒,Small red dots or black particles,存在症状,ManifestAs
5103,茄子炭疽病,Colletotrichum truncatum,果肉变褐腐烂,The flesh turns brown and rots,存在症状,ManifestAs
5104,茄子炭疽病,Colletotrichum truncatum,偏黑褐色至黑色,Dark brown to black,存在症状,ManifestAs
5105,茄子黑斑病,Alternaria solani,不规则形或近圆形病斑,Irregular or nearly circular lesions,存在症状,ManifestAs
5106,茄子黑斑病,Alternaria solani,表面有黑,Black on the surface,存在症状,ManifestAs
5107,茄子黑斑病,Alternaria solani,引起叶片枯,Causes leaf blight,存在症状,ManifestAs
5108,茄子黑斑病,Alternaria solani,圆形或不规则形黑斑,Round or irregular black spots,存在症状,ManifestAs
5109,茄子黑斑病,Alternaria solani,陷果肉稍,Slightly sunken flesh,存在症状,ManifestAs
5110,茄子黑斑病,Alternaria solani,褐呈干,Brown and dry,存在症状,ManifestAs
5111,茄子白绢病,Sclerotium rolfsii,表皮褐色腐烂,Brown rot on the skin,存在症状,ManifestAs
5112,茄子白绢病,Sclerotium rolfsii,白色具光泽的绢丝状菌丝体,White shiny silky mycelium,存在症状,ManifestAs
5113,茄子白绢病,Sclerotium rolfsii,黄褐色油菜籽状的小菌核,Small yellow-brown rapeseed-like sclerotia,存在症状,ManifestAs
5114,茄子白绢病,Sclerotium rolfsii,叶柄凋萎,Petiole wilting,存在症状,ManifestAs
5115,茄子白绢病,Sclerotium rolfsii,叶片不脱落,Leaves do not fall off,存在症状,ManifestAs
5116,茄子白绢病,Sclerotium rolfsii,叶片枯黄,Leaves turn yellow,存在症状,ManifestAs
5117,茄子褐色圆星病,Phomopsis vexans,有不明显的轮纹,There are no obvious wheel patterns,存在症状,ManifestAs
5118,茄子褐色圆星病,Phomopsis vexans,灰白色霉状物,Grayish white mold,存在症状,ManifestAs
5119,茄子褐色圆星病,Phomopsis vexans,叶片枯死,Leaf death,存在症状,ManifestAs
5120,茄子褐色圆星病,Phomopsis vexans,病斑破裂穿孔,Lesion rupture and perforation,存在症状,ManifestAs
5121,茄子绵疫病,Phytophthora parasitica,圆形褐色水浸状病斑,Round brown water-soaked lesions,存在症状,ManifestAs
5122,茄子绵疫病,Phytophthora parasitica,黑褐色腐烂,Dark brown rot,存在症状,ManifestAs
5123,茄子绵疫病,Phytophthora parasitica,白色绵絮状菌丝,White cottony hyphae,存在症状,ManifestAs
5124,茄子绵疫病,Phytophthora parasitica,病斑初呈暗绿色,The lesions are dark green at first,存在症状,ManifestAs
5125,茄子绵疫病,Phytophthora parasitica,褐色不规则形病斑,Brown irregular lesions,存在症状,ManifestAs
5126,茄子绵疫病,Phytophthora parasitica,枝叶萎蔫枯死,The branches and leaves wilt and die,存在症状,ManifestAs
5127,茄子猝倒病,Pythium aphanidermatum,灰白色棉絮状物,Grayish white cotton-like substance,存在症状,ManifestAs
5128,茄子根腐病,Fusarium oxysporum,叶片萎缩,Leaf shrinkage,存在症状,ManifestAs
5129,茄子根腐病,Fusarium oxysporum,根部软腐,Root rot,存在症状,ManifestAs
5130,茄子根腐病,Fusarium oxysporum,整株萎蔫枯死,The whole plant wilts and dies,存在症状,ManifestAs
5131,茄子黄萎病,Verticillium dahliae,半边变黄,Half turn yellow,存在症状,ManifestAs
5132,茄子黄萎病,Verticillium dahliae,叶脉间,Between leaf veins,存在症状,ManifestAs
5133,茄子黄萎病,Verticillium dahliae,叶尖或叶缘褪绿,Leaf tips or margins become chlorotic,存在症状,ManifestAs
5134,茄子黄萎病,Verticillium dahliae,叶变黄或黄化斑驳,Yellowing or mottled leaves,存在症状,ManifestAs
5135,茄子黄萎病,Verticillium dahliae,叶片黄萎,Yellowing of leaves,存在症状,ManifestAs
5136,茄子黄萎病,Verticillium dahliae,维管束变褐色,Vascular bundles turn brown,存在症状,ManifestAs
5137,茄子黄萎病,Verticillium dahliae,黄色的斑驳,Yellow mottled,存在症状,ManifestAs
5138,茄子黄萎病,Verticillium dahliae,掌状黄斑,Palmar macula,存在症状,ManifestAs
5139,茄子黄萎病,Verticillium dahliae,叶片皱缩,Leaf shrinkage,存在症状,ManifestAs
5140,茄子青枯病,Ralstonia solanacearum,顶部叶片萎蔫,Top leaves wilt,存在症状,ManifestAs
5141,茄子青枯病,Ralstonia solanacearum,枝条呈淡绿色,Light green branches,存在症状,ManifestAs
5142,茄子青枯病,Ralstonia solanacearum,植株呈青枯状凋萎,The plant withers,存在症状,ManifestAs
5143,茄子青枯病,Ralstonia solanacearum,木质变褐,Wood browning,存在症状,ManifestAs
5144,茄子青枯病,Ralstonia solanacearum,乳白色的黏,Milky white sticky,存在症状,ManifestAs
5145,茄子软腐病,Pectobacterium carotovorum,果实腐烂,Fruit rot,存在症状,ManifestAs
5146,茄子软腐病,Pectobacterium carotovorum,外果皮变褐色,The outer peel turns brown,存在症状,ManifestAs
5147,茄子病毒病,Cucumber mosaic virus,紫褐色死斑,Purple-brown dead spots,存在症状,ManifestAs
5148,茄子病毒病,Cucumber mosaic virus,病叶呈轮点状坏死,The diseased leaves show necrotic rings,存在症状,ManifestAs
5149,茄子病毒病,Cucumber mosaic virus,轮点状坏死,Ring-shaped necrosis,存在症状,ManifestAs
5150,茄子病毒病,Cucumber mosaic virus,黄绿不均花斑叶,Yellow-green uneven variegated leaves,存在症状,ManifestAs
5151,茄子病毒病,Cucumber mosaic virus,不规则形暗绿色斑纹,Irregular dark green spots,存在症状,ManifestAs
5152,茄子病毒病,Cucumber mosaic virus,植株矮缩,Plant dwarfing,存在症状,ManifestAs
5153,茄子病毒病,Cucumber mosaic virus,结果少或不结果,Little or no results,存在症状,ManifestAs
5154,茄子斑枯病,Septoria melongenae,小圆斑,Small round spots,存在症状,ManifestAs
5155,茄子斑枯病,Septoria melongenae,水浸状,Waterlogged,存在症状,ManifestAs
5156,茄子斑枯病,Septoria melongenae,病斑为圆形,The lesions are circular,存在症状,ManifestAs
5157,茄子斑枯病,Septoria melongenae,色边缘深褐色,Dark brown edge,存在症状,ManifestAs
5158,茄子交链孢果腐病,Alternaria solani,病斑发硬,The lesions become hard,存在症状,ManifestAs
5159,茄子交链孢果腐病,Alternaria solani,短绒毛状的黑色霉层,Short fuzzy black mold layer,存在症状,ManifestAs
5160,茄子斑萎病毒病,Tospovirus,黄绿不均花斑叶,Yellow-green uneven variegated leaves,存在症状,ManifestAs
5161,茄子斑萎病毒病,Tospovirus,不规则形暗绿色斑纹,Irregular dark green spots,存在症状,ManifestAs
5162,茄子斑萎病毒病,Tospovirus,植株矮缩,Plant dwarfing,存在症状,ManifestAs
5163,茄子斑萎病毒病,Tospovirus,结果少或不结果,Little or no results,存在症状,ManifestAs
5164,茄根结线虫病,Meloidogyne incognita,近球形瘤状物,Nearly spherical tumor,存在症状,ManifestAs
5165,茄根结线虫病,Meloidogyne incognita,萎缩或黄化,Atrophy or yellowing,存在症状,ManifestAs
5166,茄子褐斑病,Phomopsis vexans,病斑为小点状,The lesions are small dots,存在症状,ManifestAs
5167,茄子褐斑病,Phomopsis vexans,水浸状,Waterlogged,存在症状,ManifestAs
5168,茄子褐斑病,Phomopsis vexans,淡褐色,Light brown,存在症状,ManifestAs
5169,茄子褐斑病,Phomopsis vexans,不规则形或近圆形斑,Irregular or nearly circular spots,存在症状,ManifestAs
5170,茄子褐斑病,Phomopsis vexans,中央灰褐色至灰白色,Central grayish brown to grayish white,存在症状,ManifestAs
5171,茄子褐斑病,Phomopsis vexans,边缘褐色至深褐色,Brown to dark brown edges,存在症状,ManifestAs
5172,茄子褐斑病,Phomopsis vexans,较宽的黄色晕圈,Wider yellow halo,存在症状,ManifestAs
5173,茄子褐斑病,Phomopsis vexans,干枯或脱落,Dry or falling off,存在症状,ManifestAs
5174,茄子黑枯病,Verticillium dahliae,小型病斑紫黑色,Small purple-black spots,存在症状,ManifestAs
5175,茄子黑枯病,Verticillium dahliae,圆形或近圆形,Round or nearly round,存在症状,ManifestAs
5176,茄子黑枯病,Verticillium dahliae,色中央稍浅为浅,Lighter in the center,存在症状,ManifestAs
5177,茄子黑枯病,Verticillium dahliae,成黑色小点,Black dots,存在症状,ManifestAs
5178,茄子黑枯病,Verticillium dahliae,早期落叶,Early leaf drop,存在症状,ManifestAs
5179,茄子黑枯病,Verticillium dahliae,灰褐色霉层,Gray brown mold layer,存在症状,ManifestAs
5180,茄子黑枯病,Verticillium dahliae,整片叶枯死,The whole leaf dies,存在症状,ManifestAs
5181,茄子黑枯病,Verticillium dahliae,病部下凹或龟裂,The affected area is sunken or cracked,存在症状,ManifestAs
5182,茄子黑枯病,Verticillium dahliae,水泡状的小隆起,Small blister-like bumps,存在症状,ManifestAs
5183,茄子拟黑斑病,Alternaria solani,不规则形至近圆形斑点,Irregular to nearly circular spots,存在症状,ManifestAs
5184,茄子拟黑斑病,Alternaria solani,表面生明显黑,The surface is obviously black,存在症状,ManifestAs
5185,茄子拟黑斑病,Alternaria solani,病斑圆形或不规则形,Lesions are round or irregular,存在症状,ManifestAs
5186,茄子拟黑斑病,Alternaria solani,陷果肉稍,Slightly sunken flesh,存在症状,ManifestAs
5187,茄子拟黑斑病,Alternaria solani,褐呈干,Brown and dry,存在症状,ManifestAs
5188,茄子赤星病,Alternaria solani,叶片褪绿,Leaf chlorosis,存在症状,ManifestAs
5189,茄子赤星病,Alternaria solani,苍白色至灰褐色小病斑,Small pale to gray-brown lesions,存在症状,ManifestAs
5190,茄子赤星病,Alternaria solani,形中心暗褐色至红,Center dark brown to red,存在症状,ManifestAs
5191,茄子赤星病,Alternaria solani,很多轮纹状排列黑色小粒点,Many small black dots arranged in a ring pattern,存在症状,ManifestAs
5192,茄子赤星病,Alternaria solani,病斑背面黄褐色,Back of the lesion is yellowish brown,存在症状,ManifestAs
5193,茄子赤星病,Alternaria solani,不规则形大斑,Irregular large spots,存在症状,ManifestAs
5194,茄子赤星病,Alternaria solani,边缘有黄晕,Yellow halo on the edge,存在症状,ManifestAs
5195,茄子细轮纹病,Alternaria solani,轮纹斑,Ring pattern,存在症状,ManifestAs
5196,茄子细轮纹病,Alternaria solani,mm褐色至,mm brown to,存在症状,ManifestAs
5197,茄子褐轮纹病,Phomopsis vexans,圆形病斑,Circular lesions,存在症状,ManifestAs
5198,茄子褐轮纹病,Phomopsis vexans,m褐色至暗,mBrown to dark,存在症状,ManifestAs
5199,茄子褐轮纹病,Phomopsis vexans,有同心轮纹,Concentric wheel pattern,存在症状,ManifestAs
5200,茄子煤斑病,Cercospora solani-melongenae,黄色圆形病斑,Yellow circular spots,存在症状,ManifestAs
5201,茄子煤斑病,Cercospora solani-melongenae,中间褐色,Middle brown,存在症状,ManifestAs
5202,茄子煤斑病,Cercospora solani-melongenae,灰褐色煤烟状霉,Gray-brown sooty mold,存在症状,ManifestAs
5203,茄子煤斑病,Cercospora solani-melongenae,叶片枯黄脱落,Leaves turn yellow and fall off,存在症状,ManifestAs
5204,茄子红腐病,Fusarium solani,病部色泽变暗,The color of the affected area becomes darker,存在症状,ManifestAs
5205,茄子红腐病,Fusarium solani,皮层腐烂,Cortical rot,存在症状,ManifestAs
5206,茄子红腐病,Fusarium solani,粉红色霉状物,Pink mold,存在症状,ManifestAs
5207,茄子红腐病,Fusarium solani,病株黄化,Yellowing of diseased plants,存在症状,ManifestAs
5208,茄子果实疫病,Phytophthora parasitica,暗褐色水溢状斑,Dark brown watery spots,存在症状,ManifestAs
5209,茄子果实疫病,Phytophthora parasitica,圆形至椭圆,Round to Elliptical,存在症状,ManifestAs
5210,茄子果实疫病,Phytophthora parasitica,白色绵毛状物,White wooly substance,存在症状,ManifestAs
5211,茄子果实疫病,Phytophthora parasitica,灰褐色霉层,Gray brown mold layer,存在症状,ManifestAs
5212,茄子花腐病,Botrytis cinerea,花枯萎,Flowers wither,存在症状,ManifestAs
5213,茄子花腐病,Botrytis cinerea,似油渍状,Oily,存在症状,ManifestAs
5214,茄子花腐病,Botrytis cinerea,灰白色茸毛状物,Grayish white hairy substance,存在症状,ManifestAs
5215,茄子花腐病,Botrytis cinerea,大头针状黑粒点,Pin-shaped black spots,存在症状,ManifestAs
5216,茄子黑根霉果腐病,Rhizopus stolonifer,病斑呈水浸状褐色斑,The lesions are water-soaked brown spots,存在症状,ManifestAs
5217,茄子黑根霉果腐病,Rhizopus stolonifer,果柄变褐软腐,Fruit stalk turns brown and becomes soft,存在症状,ManifestAs
5218,茄子黑根霉果腐病,Rhizopus stolonifer,灰白色霉层,Grayish white mold layer,存在症状,ManifestAs
5219,茄子黑根霉果腐病,Rhizopus stolonifer,黑色毛状霉,Black hairy mold,存在症状,ManifestAs
5220,茄子黑根霉果腐病,Rhizopus stolonifer,蓝黑色丝状物,Blue-black filaments,存在症状,ManifestAs
5221,茄子枯萎病,Fusarium oxysporum,叶片似缺水萎蔫,Leaves wilt due to lack of water,存在症状,ManifestAs
5222,茄子枯萎病,Fusarium oxysporum,叶片,blade,存在症状,ManifestAs
5223,茄子枯萎病,Fusarium oxysporum,叶脉变黄,Yellowing of leaf veins,存在症状,ManifestAs
5224,茄子枯萎病,Fusarium oxysporum,枯萎而死,Wither and die,存在症状,ManifestAs
5225,茄子枯萎病,Fusarium oxysporum,叶片枯黄,Leaves turn yellow,存在症状,ManifestAs
5226,茄子枯萎病,Fusarium oxysporum,叶片不脱落,Leaves do not fall off,存在症状,ManifestAs
5227,茄子枯萎病,Fusarium oxysporum,果皮发干,Dry peel,存在症状,ManifestAs
5228,茄子细菌性褐斑病,Pseudomonas cichorii,叶缘点状小斑,Small spots on leaf margins,存在症状,ManifestAs
5229,茄子细菌性褐斑病,Pseudomonas cichorii,灰色斑,Gray spots,存在症状,ManifestAs
5230,茄子细菌性褐斑病,Pseudomonas cichorii,病部变灰腐烂,The diseased part turns gray and rots,存在症状,ManifestAs
5231,茄子裂果,Fusarium oxysporum,双子果或开裂,Twin fruit or cracking,存在症状,ManifestAs
5232,茄子畸形花,Leveillula taurica,呈星状花,Star-shaped flowers,存在症状,ManifestAs
5233,茄子畸形花,Leveillula taurica,花朵小,Small flowers,存在症状,ManifestAs
5234,茄子畸形花,Leveillula taurica,颜色浅,Light color,存在症状,ManifestAs
5235,茄子畸形花,Leveillula taurica,花柱细,Style thin,存在症状,ManifestAs
5236,茄子畸形花,Leveillula taurica,花柱短,Short style,存在症状,ManifestAs
5237,茄子畸形花,Leveillula taurica,短柱花或中柱花,Short-style or medium-style flowers,存在症状,ManifestAs
5238,茄子畸形花,Leveillula taurica,畸形,deformity,存在症状,ManifestAs
5239,茄子着色不良,Verticillium dahliae,淡紫或紫红色,Light purple or purple,存在症状,ManifestAs
5240,茄子着色不良,Verticillium dahliae,斑驳状,Mottled,存在症状,ManifestAs
5241,茄子着色不良,Verticillium dahliae,阴阳脸或白顶果,Yin Yang Face or White Top Fruit,存在症状,ManifestAs
5242,茄子僵果,Leveillula taurica,果形不正,Irregular fruit shape,存在症状,ManifestAs
5243,茄子僵果,Leveillula taurica,果体不长,The fruit does not grow,存在症状,ManifestAs
5244,茄子低温障碍,Fusarium oxysporum,黄色花斑,Yellow Spotted,存在症状,ManifestAs
5245,茄子低温障碍,Fusarium oxysporum,水浸状斑块,Water-soaked plaques,存在症状,ManifestAs
5246,茄子低温障碍,Fusarium oxysporum,褐色或深褐色,Brown or dark brown,存在症状,ManifestAs
5247,茄子低温障碍,Fusarium oxysporum,冻叶片萎垂或枯死,Frozen leaves droop or die,存在症状,ManifestAs
5248,茄子低温障碍,Fusarium oxysporum,初呈水浸状,Initially waterlogged,存在症状,ManifestAs
5249,茄子低温障碍,Fusarium oxysporum,果皮失水皱缩,Fruit peel shrinks due to water loss,存在症状,ManifestAs
5250,茄子缺素症,Verticillium dahliae,叶色变淡,Leaf color fades,存在症状,ManifestAs
5251,茄子缺素症,Verticillium dahliae,老叶黄化,Yellowing of old leaves,存在症状,ManifestAs
5252,茄子缺素症,Verticillium dahliae,心叶变小,Heart leaves become smaller,存在症状,ManifestAs
5253,茄子缺素症,Verticillium dahliae,叶片变小,The leaves become smaller,存在症状,ManifestAs
5254,茄子缺素症,Verticillium dahliae,颜色变深,Darkening,存在症状,ManifestAs
5255,茄子缺素症,Verticillium dahliae,叶脉发红,Red veins,存在症状,ManifestAs
5256,茄子缺素症,Verticillium dahliae,叶脉间失绿,Interveinal chlorosis,存在症状,ManifestAs
5257,茄子缺素症,Verticillium dahliae,黄白色斑块,Yellow-white patches,存在症状,ManifestAs
5258,茄子缺素症,Verticillium dahliae,叶尖叶缘渐干枯,Leaf tips and edges gradually dry up,存在症状,ManifestAs
5259,茄子缺素症,Verticillium dahliae,生长点畸形,Growth point deformity,存在症状,ManifestAs
5260,茄子缺素症,Verticillium dahliae,幼叶叶缘失绿,Green loss on young leaves,存在症状,ManifestAs
5261,茄子缺素症,Verticillium dahliae,网状叶脉变褐,The veins of the leaves turn brown,存在症状,ManifestAs
5262,茄子缺素症,Verticillium dahliae,呈铁锈状叶,Rusty leaves,存在症状,ManifestAs
5263,茄子缺素症,Verticillium dahliae,叶片失绿,Leaf chlorosis,存在症状,ManifestAs
5264,茄子缺素症,Verticillium dahliae,果实变小,Fruits become smaller,存在症状,ManifestAs
5265,茄子缺素症,Verticillium dahliae,新叶呈黄白色,New leaves are yellowish white,存在症状,ManifestAs
5266,茄子缺素症,Verticillium dahliae,叶脉残留绿色,Leaf veins remain green,存在症状,ManifestAs
5267,茄子缺素症,Verticillium dahliae,内部变黑,Darkening inside,存在症状,ManifestAs
5268,茄子缺素症,Verticillium dahliae,木栓状龟裂,Corky cracks,存在症状,ManifestAs
5269,茄子缺素症,Verticillium dahliae,叶脉间呈黄绿色,Yellow-green between leaf veins,存在症状,ManifestAs
5270,茄子缺素症,Verticillium dahliae,叶脉仍为绿色,The veins are still green,存在症状,ManifestAs
5271,茄子缺素症,Verticillium dahliae,叶小呈丛生状,Small leaves in clusters,存在症状,ManifestAs
5272,茄子缺素症,Verticillium dahliae,全叶黄化,Whole leaf yellowing,存在症状,ManifestAs
5273,茄子缺素症,Verticillium dahliae,叶缘向内侧卷曲,Leaf margins curl inwards,存在症状,ManifestAs
5274,茄黄斑螟,Leucinodes orbonalis,枝梢枯萎,Branch withering,存在症状,ManifestAs
5275,茄黄斑螟,Leucinodes orbonalis,果实腐烂,Fruit rot,存在症状,ManifestAs
5276,茄二十八星瓢虫,Henosepilachna vigintioctopunctata,不规则透明的凹纹,Irregular transparent grooves,存在症状,ManifestAs
5277,茄二十八星瓢虫,Henosepilachna vigintioctopunctata,褐色斑痕,Brown spots,存在症状,ManifestAs
5278,黄领麻纹灯蛾,Spilosoma lubricipeda,缺刻或孔洞,Notches or holes,存在症状,ManifestAs
5279,茄蚤跳甲,Epitrix cucumeris,虫咬斑痕,Insect bite scars,存在症状,ManifestAs
5280,节瓜蓟马,Thrips palmi,果皮粗糙有斑痕,The skin is rough and has scars,存在症状,ManifestAs
5281,黄瓜沤根,Pythium aphanidermatum,根皮发锈后腐烂,Root bark rusts and then rots,存在症状,ManifestAs
5282,黄瓜沤根,Pythium aphanidermatum,地上部分萎蔫,Wilting of above-ground parts,存在症状,ManifestAs
5283,黄瓜沤根,Pythium aphanidermatum,地上部叶缘枯焦,The leaf margins above ground are scorched,存在症状,ManifestAs
5284,黄瓜沤根,Pythium aphanidermatum,成片干枯,Dry in patches,存在症状,ManifestAs
5285,黄瓜白绢病,Sclerotium rolfsii,白色绢丝状菌丝体,White silky mycelium,存在症状,ManifestAs
5286,黄瓜白绢病,Sclerotium rolfsii,茶褐色菜籽样小菌核,Small brown rapeseed-like sclerotia,存在症状,ManifestAs
5287,黄瓜叶斑病,Pseudomonas syringae,病斑圆形或不规则形,Lesions are round or irregular,存在症状,ManifestAs
5288,黄瓜叶斑病,Pseudomonas syringae,褐色至灰褐色,Brown to grayish brown,存在症状,ManifestAs
5289,黄瓜叶斑病,Pseudomonas syringae,灰色霉层,Gray mold layer,存在症状,ManifestAs
5290,黄瓜霜霉病,Pseudoperonospora cubensis,褪绿色黄斑,Greenish yellow spots,存在症状,ManifestAs
5291,黄瓜霜霉病,Pseudoperonospora cubensis,紫黑色霉,Purple black mold,存在症状,ManifestAs
5292,黄瓜霜霉病,Pseudoperonospora cubensis,水浸状小斑点,Small water-soaked spots,存在症状,ManifestAs
5293,黄瓜霜霉病,Pseudoperonospora cubensis,多角形病斑,Polygonal lesions,存在症状,ManifestAs
5294,黄瓜霜霉病,Pseudoperonospora cubensis,黄褐色,tan,存在症状,ManifestAs
5295,黄瓜霜霉病,Pseudoperonospora cubensis,叶缘卷缩干枯,Leaf edges curl and dry up,存在症状,ManifestAs
5296,黄瓜霜霉病,Pseudoperonospora cubensis,圆形或多角形黄褐色斑,Round or polygonal yellow-brown spots,存在症状,ManifestAs
5297,黄瓜疫病,Phytophthora melonis,呈暗绿色水渍状,Dark green water stain,存在症状,ManifestAs
5298,黄瓜疫病,Phytophthora melonis,病部变软溢缩,The affected area becomes soft and shrunken,存在症状,ManifestAs
5299,黄瓜疫病,Phytophthora melonis,植株倒伏,Plant lodging,存在症状,ManifestAs
5300,黄瓜疫病,Phytophthora melonis,表皮腐烂,Skin rot,存在症状,ManifestAs
5301,黄瓜疫病,Phytophthora melonis,木质部外露,Exposed wood,存在症状,ManifestAs
5302,黄瓜疫病,Phytophthora melonis,呈丝麻状,Silky,存在症状,ManifestAs
5303,黄瓜疫病,Phytophthora melonis,叶片逐渐萎蔫,The leaves gradually wilt,存在症状,ManifestAs
5304,黄瓜疫病,Phytophthora melonis,叶片萎蔫,Leaf wilting,存在症状,ManifestAs
5305,黄瓜疫病,Phytophthora melonis,根系变褐,Roots turning brown,存在症状,ManifestAs
5306,黄瓜疫病,Phytophthora melonis,根毛变成褐色,Root hairs turn brown,存在症状,ManifestAs
5307,黄瓜疫病,Phytophthora melonis,顶端呈水浸状萎蔫,The top is water-soaked and wilted,存在症状,ManifestAs
5308,黄瓜疫病,Phytophthora melonis,暗绿色水浸状病斑,Dark green water-soaked lesions,存在症状,ManifestAs
5309,黄瓜疫病,Phytophthora melonis,圆形或不规则形,Round or irregular shape,存在症状,ManifestAs
5310,黄瓜疫病,Phytophthora melonis,边缘不明显,The edge is not obvious,存在症状,ManifestAs
5311,黄瓜黑星病,Cladosporium cucumerinum,叶片病斑星状开裂穿孔,Leaf spots with star-shaped cracks and perforations,存在症状,ManifestAs
5312,黄瓜黑星病,Cladosporium cucumerinum,病斑龟裂呈疮痂状,The lesions are cracked and scab-like,存在症状,ManifestAs
5313,黄瓜黑星病,Cladosporium cucumerinum,琥珀色胶状物,Amber jelly,存在症状,ManifestAs
5314,黄瓜黑星病,Cladosporium cucumerinum,灰黑绿色霉层,Gray-black-green mold layer,存在症状,ManifestAs
5315,黄瓜黑星病,Cladosporium cucumerinum,退绿色小斑点,Green spots,存在症状,ManifestAs
5316,黄瓜黑星病,Cladosporium cucumerinum,近圆形病斑,Nearly circular lesions,存在症状,ManifestAs
5317,黄瓜黑星病,Cladosporium cucumerinum,脉限制,Pulse Limitation,存在症状,ManifestAs
5318,黄瓜黑星病,Cladosporium cucumerinum,洞边缘为长短不等的锯,The edges of the holes are sawn with different lengths,存在症状,ManifestAs
5319,黄瓜黑星病,Cladosporium cucumerinum,黄色晕圈,Yellow halo,存在症状,ManifestAs
5320,黄瓜黑星病,Cladosporium cucumerinum,破碎不堪,Broken,存在症状,ManifestAs
5321,黄瓜黑星病,Cladosporium cucumerinum,木栓化组织龟裂,Corky tissue cracking,存在症状,ManifestAs
5322,黄瓜黑星病,Cladosporium cucumerinum,病斑长梭形,Long spindle-shaped lesions,存在症状,ManifestAs
5323,黄瓜黑星病,Cladosporium cucumerinum,淡黄褐,Light yellow brown,存在症状,ManifestAs
5324,黄瓜黑星病,Cladosporium cucumerinum,中间开裂下,Crack in the middle,存在症状,ManifestAs
5325,黄瓜黑星病,Cladosporium cucumerinum,透明分泌物,Transparent discharge,存在症状,ManifestAs
5326,黄瓜黑星病,Cladosporium cucumerinum,暗绿色圆形至椭圆形病斑,Dark green round to oval lesions,存在症状,ManifestAs
5327,黄瓜黑星病,Cladosporium cucumerinum,半透明胶状物,Translucent jelly,存在症状,ManifestAs
5328,黄瓜黑星病,Cladosporium cucumerinum,病斑凹陷,Lesion depression,存在症状,ManifestAs
5329,黄瓜黑星病,Cladosporium cucumerinum,褐色或黑褐色,Brown or dark brown,存在症状,ManifestAs
5330,黄瓜黑星病,Cladosporium cucumerinum,心叶枯萎,Heart leaf withering,存在症状,ManifestAs
5331,黄瓜黑星病,Cladosporium cucumerinum,全株枯死,The whole plant died,存在症状,ManifestAs
5332,黄瓜黑星病,Cladosporium cucumerinum,新叶扭皱畸形,New leaves are twisted and deformed,存在症状,ManifestAs
5333,黄瓜黑星病,Cladosporium cucumerinum,植株秃顶,Plant baldness,存在症状,ManifestAs
5334,黄瓜白粉病,Sphaerotheca fuliginea,白色小粉点,White small powder dots,存在症状,ManifestAs
5335,黄瓜白粉病,Sphaerotheca fuliginea,粉状圆形斑,Powdery circular spots,存在症状,ManifestAs
5336,黄瓜白粉病,Sphaerotheca fuliginea,叶片逐渐变黄,Leaves gradually turn yellow,存在症状,ManifestAs
5337,黄瓜黑斑病,Alternaria cucumerina,圆形的小斑点,Small round spots,存在症状,ManifestAs
5338,黄瓜黑斑病,Alternaria cucumerina,圆形病斑,Circular lesions,存在症状,ManifestAs
5339,黄瓜黑斑病,Alternaria cucumerina,中央灰白色,Central off-white,存在症状,ManifestAs
5340,黄瓜黑斑病,Alternaria cucumerina,边缘清晰为淡黄色,Clear yellow edge,存在症状,ManifestAs
5341,黄瓜黑斑病,Alternaria cucumerina,病斑稍有突起,The lesion is slightly raised,存在症状,ManifestAs
5342,黄瓜黑斑病,Alternaria cucumerina,病斑水渍状,Water-soaked lesions,存在症状,ManifestAs
5343,黄瓜黑斑病,Alternaria cucumerina,褪绿晕圈,Chlorotic Halo,存在症状,ManifestAs
5344,黄瓜黑斑病,Alternaria cucumerina,黑色的霉层,Black mold layer,存在症状,ManifestAs
5345,黄瓜黑斑病,Alternaria cucumerina,叶肉组织枯死,Leaf tissue dieback,存在症状,ManifestAs
5346,黄瓜黑斑病,Alternaria cucumerina,叶缘向上卷起,Leaf margins curled upward,存在症状,ManifestAs
5347,黄瓜黑斑病,Alternaria cucumerina,叶子焦枯,Leaves scorched,存在症状,ManifestAs
5348,黄瓜靶斑病,Pseudomonas syringae,淡褐色圆形病斑,Light brown circular spots,存在症状,ManifestAs
5349,黄瓜靶斑病,Pseudomonas syringae,呈不规则形,Irregular shape,存在症状,ManifestAs
5350,黄瓜靶斑病,Pseudomonas syringae,灰黑色霉状物,Gray-black mold,存在症状,ManifestAs
5351,黄瓜靶斑病,Pseudomonas syringae,病斑融合,Lesion fusion,存在症状,ManifestAs
5352,黄瓜靶斑病,Pseudomonas syringae,叶片枯死,Leaf death,存在症状,ManifestAs
5353,黄瓜灰色疫病,Phytophthora drechsleri,病斑圆形,Circular lesion,存在症状,ManifestAs
5354,黄瓜灰色疫病,Phytophthora drechsleri,暗绿色,Dark green,存在症状,ManifestAs
5355,黄瓜灰色疫病,Phytophthora drechsleri,叶片软腐状下垂,The leaves droop like soft rot,存在症状,ManifestAs
5356,黄瓜灰色疫病,Phytophthora drechsleri,茎蔓变细,Thinning of stems,存在症状,ManifestAs
5357,黄瓜灰色疫病,Phytophthora drechsleri,呈暗绿色软腐,Dark green soft rot,存在症状,ManifestAs
5358,黄瓜灰色疫病,Phytophthora drechsleri,白色粉状霉,White powdery mildew,存在症状,ManifestAs
