number,Chinese entity name,entity binomial scientific name,Chinese region,English region,Chinese relation,English relation
645,茶芽枯病,Tea bud blight,江西,Jiangxi,主要发生地,RegionIs
646,茶芽枯病,Tea bud blight,广东,Guangdong,主要发生地,RegionIs
647,茶红锈藻病,Cephaleuros parasiticus,海南,Hainan,主要发生地,RegionIs
648,茶红锈藻病,Cephaleuros parasiticus,湖南,Hunan,主要发生地,RegionIs
649,茶红锈藻病,Cephaleuros parasiticus,浙江,Zhejiang,主要发生地,RegionIs
650,茶红锈藻病,Cephaleuros parasiticus,安徽,Anhui,主要发生地,RegionIs
651,茶红锈藻病,Cephaleuros parasiticus,江西,Jiangxi,主要发生地,RegionIs
652,茶红锈藻病,Cephaleuros parasiticus,湖北,Hubei,主要发生地,RegionIs
653,茶红锈藻病,Cephaleuros parasiticus,广西,Guangxi,主要发生地,RegionIs
654,茶红锈藻病,Cephaleuros parasiticus,贵州,Guizhou,主要发生地,RegionIs
655,茶红锈藻病,Cephaleuros parasiticus,云南,Yunnan,主要发生地,RegionIs
656,茶红锈藻病,Cephaleuros parasiticus,台湾,Taiwan,主要发生地,RegionIs
657,茶白星病,Elsino? leucospila,福建,Fujian,主要发生地,RegionIs
658,茶白星病,Elsino? leucospila,浙江,Zhejiang,主要发生地,RegionIs
659,茶白星病,Elsino? leucospila,江西,Jiangxi,主要发生地,RegionIs
660,茶白星病,Elsino? leucospila,湖南,Hunan,主要发生地,RegionIs
661,茶白星病,Elsino? leucospila,四川,Sichuan,主要发生地,RegionIs
662,茶白星病,Elsino? leucospila,云南,Yunnan,主要发生地,RegionIs
663,茶白星病,Elsino? leucospila,贵州,Guizhou,主要发生地,RegionIs
664,茶褐色叶斑病,Tea brown leaf spot,浙江,Zhejiang,主要发生地,RegionIs
665,茶褐色叶斑病,Tea brown leaf spot,安徽,Anhui,主要发生地,RegionIs
666,茶褐色叶斑病,Tea brown leaf spot,江苏,Jiangsu,主要发生地,RegionIs
667,茶褐色叶斑病,Tea brown leaf spot,湖南,Hunan,主要发生地,RegionIs
668,茶褐色叶斑病,Tea brown leaf spot,四川,Sichuan,主要发生地,RegionIs
669,茶褐色叶斑病,Tea brown leaf spot,广东,Guangdong,主要发生地,RegionIs
670,茶苗白绢病,Sclerotium rolfsii,安徽,Anhui,主要发生地,RegionIs
671,茶苗白绢病,Sclerotium rolfsii,湖北,Hubei,主要发生地,RegionIs
672,茶苗白绢病,Sclerotium rolfsii,湖南,Hunan,主要发生地,RegionIs
673,茶苗白绢病,Sclerotium rolfsii,广东,Guangdong,主要发生地,RegionIs
674,茶苗白绢病,Sclerotium rolfsii,四川,Sichuan,主要发生地,RegionIs
675,茶苗白绢病,Sclerotium rolfsii,云南,Yunnan,主要发生地,RegionIs
676,茶发毛病,Tea hair disease,安徽,Anhui,主要发生地,RegionIs
677,茶发毛病,Tea hair disease,浙江,Zhejiang,主要发生地,RegionIs
678,茶发毛病,Tea hair disease,广东,Guangdong,主要发生地,RegionIs
679,茶发毛病,Tea hair disease,云南,Yunnan,主要发生地,RegionIs
680,茶发毛病,Tea hair disease,贵州,Guizhou,主要发生地,RegionIs
681,茶发毛病,Tea hair disease,湖南,Hunan,主要发生地,RegionIs
682,茶线腐病,Tea thread blight,广西,Guangxi,主要发生地,RegionIs
683,茶线腐病,Tea thread blight,云南,Yunnan,主要发生地,RegionIs
684,茶线腐病,Tea thread blight,海南,Hainan,主要发生地,RegionIs
685,茶苗根结线虫病,Meloidogyne incognita,安徽,Anhui,主要发生地,RegionIs
686,茶苗根结线虫病,Meloidogyne incognita,福建,Fujian,主要发生地,RegionIs
687,茶苗根结线虫病,Meloidogyne incognita,湖南,Hunan,主要发生地,RegionIs
688,茶苗根结线虫病,Meloidogyne incognita,广东,Guangdong,主要发生地,RegionIs
689,茶苗根结线虫病,Meloidogyne incognita,广西,Guangxi,主要发生地,RegionIs
690,茶苗根结线虫病,Meloidogyne incognita,云南,Yunnan,主要发生地,RegionIs
691,茶苗根结线虫病,Meloidogyne incognita,四川,Sichuan,主要发生地,RegionIs
692,茶苗根结线虫病,Meloidogyne incognita,台湾,Taiwan,主要发生地,RegionIs
693,茶苗根结线虫病,Meloidogyne incognita,海南,Hainan,主要发生地,RegionIs
694,茶枝黑痣病,Meloidogyne incognita,安徽,Anhui,主要发生地,RegionIs
695,茶枝黑痣病,Phyllachora sp.,浙江,Zhejiang,主要发生地,RegionIs
696,茶枝黑痣病,Phyllachora sp.,湖南,Hunan,主要发生地,RegionIs
697,茶枝黑痣病,Phyllachora sp.,云南,Yunnan,主要发生地,RegionIs
698,茶褐蓑蛾,Phyllachora sp.,江苏,Jiangsu,主要发生地,RegionIs
699,茶褐蓑蛾,Mahasena colona,浙江,Zhejiang,主要发生地,RegionIs
700,茶褐蓑蛾,Mahasena colona,安徽,Anhui,主要发生地,RegionIs
701,茶褐蓑蛾,Mahasena colona,江西,Jiangxi,主要发生地,RegionIs
702,茶褐蓑蛾,Mahasena colona,福建,Fujian,主要发生地,RegionIs
703,茶褐蓑蛾,Mahasena colona,台湾,Taiwan,主要发生地,RegionIs
704,茶褐蓑蛾,Mahasena colona,湖南,Hunan,主要发生地,RegionIs
705,茶褐蓑蛾,Mahasena colona,广东,Guangdong,主要发生地,RegionIs
706,茶褐蓑蛾,Mahasena colona,四川,Sichuan,主要发生地,RegionIs
707,茶褐蓑蛾,Mahasena colona,贵州,Guizhou,主要发生地,RegionIs
708,茶褐蓑蛾,Mahasena colona,云南,Yunnan,主要发生地,RegionIs
709,茶网蝽,Mahasena colona,广东,Guangdong,主要发生地,RegionIs
710,茶网蝽,Stephanitis chinensis,贵州,Guizhou,主要发生地,RegionIs
711,茶网蝽,Stephanitis chinensis,四川,Sichuan,主要发生地,RegionIs
712,茶网蝽,Stephanitis chinensis,云南,Yunnan,主要发生地,RegionIs
713,椰圆蚧,Stephanitis chinensis,云南,Yunnan,主要发生地,RegionIs
714,角蜡蚧,Aspidiotus destructor,河北,Hebei,主要发生地,RegionIs
715,角蜡蚧,Ceroplastes ceriferus,山东,Shandong,主要发生地,RegionIs
716,角蜡蚧,Ceroplastes ceriferus,四川,Sichuan,主要发生地,RegionIs
717,角蜡蚧,Ceroplastes ceriferus,云南,Yunnan,主要发生地,RegionIs
718,角蜡蚧,Ceroplastes ceriferus,广东,Guangdong,主要发生地,RegionIs
719,角蜡蚧,Ceroplastes ceriferus,广西,Guangxi,主要发生地,RegionIs
720,角蜡蚧,Ceroplastes ceriferus,福建,Fujian,主要发生地,RegionIs
721,角蜡蚧,Ceroplastes ceriferus,浙江,Zhejiang,主要发生地,RegionIs
722,角蜡蚧,Ceroplastes ceriferus,江苏,Jiangsu,主要发生地,RegionIs
723,角蜡蚧,Ceroplastes ceriferus,湖北,Hubei,主要发生地,RegionIs
724,角蜡蚧,Ceroplastes ceriferus,湖南,Hunan,主要发生地,RegionIs
725,角蜡蚧,Ceroplastes ceriferus,贵州,Guizhou,主要发生地,RegionIs
726,茶梨蚧,Pinnaspis theae,安徽,Anhui,主要发生地,RegionIs
727,茶梨蚧,Pinnaspis theae,江苏,Jiangsu,主要发生地,RegionIs
728,茶梨蚧,Pinnaspis theae,浙江,Zhejiang,主要发生地,RegionIs
729,茶梨蚧,Pinnaspis theae,广西,Guangxi,主要发生地,RegionIs
730,茶梨蚧,Pinnaspis theae,广东,Guangdong,主要发生地,RegionIs
731,茶梨蚧,Pinnaspis theae,福建,Fujian,主要发生地,RegionIs
732,茶梨蚧,Pinnaspis theae,贵州,Guizhou,主要发生地,RegionIs
733,茶梨蚧,Pinnaspis theae,台湾,Taiwan,主要发生地,RegionIs
734,茶牡蛎蚧,Lepidosaphes ume,安徽,Anhui,主要发生地,RegionIs
735,茶牡蛎蚧,Lepidosaphes ume,浙江,Zhejiang,主要发生地,RegionIs
736,茶牡蛎蚧,Lepidosaphes ume,上海,Shanghai,主要发生地,RegionIs
737,茶牡蛎蚧,Lepidosaphes ume,福建,Fujian,主要发生地,RegionIs
738,茶牡蛎蚧,Lepidosaphes ume,台湾,Taiwan,主要发生地,RegionIs
739,茶牡蛎蚧,Lepidosaphes ume,广东,Guangdong,主要发生地,RegionIs
740,茶牡蛎蚧,Lepidosaphes ume,广西,Guangxi,主要发生地,RegionIs
741,茶牡蛎蚧,Lepidosaphes ume,贵州,Guizhou,主要发生地,RegionIs
742,茶牡蛎蚧,Lepidosaphes ume,四川,Sichuan,主要发生地,RegionIs
743,茶牡蛎蚧,Lepidosaphes ume,云南,Yunnan,主要发生地,RegionIs
744,茶枝镰蛾,Casuarina cunninghamiana,江苏,Jiangsu,主要发生地,RegionIs
745,茶枝镰蛾,Casuarina cunninghamiana,安徽,Anhui,主要发生地,RegionIs
746,茶枝镰蛾,Casuarina cunninghamiana,浙江,Zhejiang,主要发生地,RegionIs
747,茶枝镰蛾,Casuarina cunninghamiana,福建,Fujian,主要发生地,RegionIs
748,茶枝镰蛾,Casuarina cunninghamiana,江西,Jiangxi,主要发生地,RegionIs
749,茶枝镰蛾,Casuarina cunninghamiana,河南,Henan,主要发生地,RegionIs
750,茶枝镰蛾,Casuarina cunninghamiana,湖南,Hunan,主要发生地,RegionIs
751,茶枝镰蛾,Casuarina cunninghamiana,广东,Guangdong,主要发生地,RegionIs
752,茶枝镰蛾,Casuarina cunninghamiana,四川,Sichuan,主要发生地,RegionIs
753,茶枝镰蛾,Casuarina cunninghamiana,贵州,Guizhou,主要发生地,RegionIs
754,茶枝镰蛾,Casuarina cunninghamiana,云南,Yunnan,主要发生地,RegionIs
755,茶枝镰蛾,Casuarina cunninghamiana,湖北,Hubei,主要发生地,RegionIs
756,茶枝镰蛾,Casuarina cunninghamiana,台湾,Taiwan,主要发生地,RegionIs
757,茶材小蠹,Xyleborus fornicatus,海南,Hainan,主要发生地,RegionIs
758,茶材小蠹,Xyleborus fornicatus,四川,Sichuan,主要发生地,RegionIs
759,茶材小蠹,Xyleborus fornicatus,福建,Fujian,主要发生地,RegionIs
760,茶材小蠹,Xyleborus fornicatus,贵州,Guizhou,主要发生地,RegionIs
761,茶材小蠹,Xyleborus fornicatus,云南,Yunnan,主要发生地,RegionIs
762,茶材小蠹,Xyleborus fornicatus,台湾,Taiwan,主要发生地,RegionIs
763,茶天牛,Aeolesthes induta,江苏,Jiangsu,主要发生地,RegionIs
764,茶天牛,Aeolesthes induta,安徽,Anhui,主要发生地,RegionIs
765,茶天牛,Aeolesthes induta,浙江,Zhejiang,主要发生地,RegionIs
766,茶天牛,Aeolesthes induta,江西,Jiangxi,主要发生地,RegionIs
767,茶天牛,Aeolesthes induta,福建,Fujian,主要发生地,RegionIs
768,茶天牛,Aeolesthes induta,湖南,Hunan,主要发生地,RegionIs
769,茶天牛,Aeolesthes induta,广东,Guangdong,主要发生地,RegionIs
770,茶天牛,Aeolesthes induta,广西,Guangxi,主要发生地,RegionIs
771,茶天牛,Aeolesthes induta,台湾,Taiwan,主要发生地,RegionIs
772,茶天牛,Aeolesthes induta,贵州,Guizhou,主要发生地,RegionIs
773,茶天牛,Aeolesthes induta,云南,Yunnan,主要发生地,RegionIs
774,茶角胸叶甲,Basilepta melanopus,赣南,Southern Jiangxi,主要发生地,RegionIs
775,茶橙瘿螨,Acaphylla theae,山东,Shandong,主要发生地,RegionIs
776,茶橙瘿螨,Acaphylla theae,江苏,Jiangsu,主要发生地,RegionIs
777,茶橙瘿螨,Acaphylla theae,安徽,Anhui,主要发生地,RegionIs
778,茶橙瘿螨,Acaphylla theae,浙江,Zhejiang,主要发生地,RegionIs
779,茶橙瘿螨,Acaphylla theae,江西,Jiangxi,主要发生地,RegionIs
780,茶橙瘿螨,Acaphylla theae,湖南,Hunan,主要发生地,RegionIs
781,茶橙瘿螨,Acaphylla theae,福建,Fujian,主要发生地,RegionIs
782,茶橙瘿螨,Acaphylla theae,广东,Guangdong,主要发生地,RegionIs
783,茶橙瘿螨,Acaphylla theae,台湾,Taiwan,主要发生地,RegionIs
784,茶橙瘿螨,Acaphylla theae,广西,Guangxi,主要发生地,RegionIs
785,茶橙瘿螨,Acaphylla theae,四川,Sichuan,主要发生地,RegionIs
786,茶橙瘿螨,Acaphylla theae,贵州,Guizhou,主要发生地,RegionIs
787,茶叶瘿螨,Calacarus carinatus,江苏,Jiangsu,主要发生地,RegionIs
788,茶叶瘿螨,Calacarus carinatus,浙江,Zhejiang,主要发生地,RegionIs
789,茶叶瘿螨,Calacarus carinatus,安徽,Anhui,主要发生地,RegionIs
790,茶叶瘿螨,Calacarus carinatus,江西,Jiangxi,主要发生地,RegionIs
791,茶叶瘿螨,Calacarus carinatus,福建,Fujian,主要发生地,RegionIs
792,茶叶瘿螨,Calacarus carinatus,山东,Shandong,主要发生地,RegionIs
793,茶叶瘿螨,Calacarus carinatus,湖北,Hubei,主要发生地,RegionIs
794,茶叶瘿螨,Calacarus carinatus,湖南,Hunan,主要发生地,RegionIs
795,茶叶瘿螨,Calacarus carinatus,广东,Guangdong,主要发生地,RegionIs
796,茶叶瘿螨,Calacarus carinatus,贵州,Guizhou,主要发生地,RegionIs
797,茶叶瘿螨,Calacarus carinatus,台湾,Taiwan,主要发生地,RegionIs
798,茶红螨,Tetranychus kanzawai,江西,Jiangxi,主要发生地,RegionIs
799,茶红螨,Tetranychus kanzawai,云南,Yunnan,主要发生地,RegionIs
800,茶红螨,Tetranychus kanzawai,广东,Guangdong,主要发生地,RegionIs
801,茶红螨,Tetranychus kanzawai,广西,Guangxi,主要发生地,RegionIs
802,茶红螨,Tetranychus kanzawai,福建,Fujian,主要发生地,RegionIs
803,茶红螨,Tetranychus kanzawai,台湾,Taiwan,主要发生地,RegionIs
804,茶短须螨,Brevipalpus phoenicis,山东,Shandong,主要发生地,RegionIs
805,茶短须螨,Brevipalpus phoenicis,安徽,Anhui,主要发生地,RegionIs
806,茶短须螨,Brevipalpus phoenicis,浙江,Zhejiang,主要发生地,RegionIs
807,茶短须螨,Brevipalpus phoenicis,福建,Fujian,主要发生地,RegionIs
808,茶短须螨,Brevipalpus phoenicis,台湾,Taiwan,主要发生地,RegionIs
809,茶短须螨,Brevipalpus phoenicis,湖南,Hunan,主要发生地,RegionIs
810,茶短须螨,Brevipalpus phoenicis,广东,Guangdong,主要发生地,RegionIs
811,茶短须螨,Brevipalpus phoenicis,广西,Guangxi,主要发生地,RegionIs
812,茶棍蓟马,Dendrothrips minowai,广西,Guangxi,主要发生地,RegionIs
813,茶棍蓟马,Dendrothrips minowai,海南,Hainan,主要发生地,RegionIs
814,茶棍蓟马,Dendrothrips minowai,贵州,Guizhou,主要发生地,RegionIs
815,咖啡小爪螨,Oligonychus coffeae,江西,Jiangxi,主要发生地,RegionIs
816,咖啡小爪螨,Oligonychus coffeae,云南,Yunnan,主要发生地,RegionIs
817,咖啡小爪螨,Oligonychus coffeae,广东,Guangdong,主要发生地,RegionIs
818,咖啡小爪螨,Oligonychus coffeae,广西,Guangxi,主要发生地,RegionIs
819,咖啡小爪螨,Oligonychus coffeae,福建,Fujian,主要发生地,RegionIs
820,咖啡小爪螨,Oligonychus coffeae,台湾,Taiwan,主要发生地,RegionIs
821,烟草蛙眼病,Cercospora nicotianae,湖南,Hunan,主要发生地,RegionIs
822,烟草蛙眼病,Cercospora nicotianae,河南,Henan,主要发生地,RegionIs
823,烟草蛙眼病,Cercospora nicotianae,云南,Yunnan,主要发生地,RegionIs
824,烟草根黑腐病,Thielaviopsis basicola,云南,Yunnan,主要发生地,RegionIs
825,烟草根黑腐病,Thielaviopsis basicola,广西,Guangxi,主要发生地,RegionIs
826,烟草根黑腐病,Thielaviopsis basicola,贵州,Guizhou,主要发生地,RegionIs
827,烟草根黑腐病,Thielaviopsis basicola,山东,Shandong,主要发生地,RegionIs
828,烟草根黑腐病,Thielaviopsis basicola,安徽,Anhui,主要发生地,RegionIs
829,烟草根黑腐病,Thielaviopsis basicola,湖北,Hubei,主要发生地,RegionIs
830,烟草根黑腐病,Thielaviopsis basicola,四川,Sichuan,主要发生地,RegionIs
831,烟草白绢病,Sclerotium rolfsii,贵州,Guizhou,主要发生地,RegionIs
832,烟草白绢病,Sclerotium rolfsii,湖南,Hunan,主要发生地,RegionIs
833,烟草白绢病,Sclerotium rolfsii,湖北,Hubei,主要发生地,RegionIs
834,烟草白绢病,Sclerotium rolfsii,广东,Guangdong,主要发生地,RegionIs
835,烟草白绢病,Sclerotium rolfsii,广西,Guangxi,主要发生地,RegionIs
836,烟草白绢病,Sclerotium rolfsii,浙江,Zhejiang,主要发生地,RegionIs
837,烟草白绢病,Sclerotium rolfsii,安徽,Anhui,主要发生地,RegionIs
838,烟草白绢病,Sclerotium rolfsii,山东,Shandong,主要发生地,RegionIs
839,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,湖北,Hubei,主要发生地,RegionIs
840,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,河南,Henan,主要发生地,RegionIs
841,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,云南,Yunnan,主要发生地,RegionIs
842,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,福建,Fujian,主要发生地,RegionIs
843,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,陕西,Shaanxi,主要发生地,RegionIs
844,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,辽宁,Liaoning,主要发生地,RegionIs
845,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,吉林,Jilin,主要发生地,RegionIs
846,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,黑龙江,Heilongjiang,主要发生地,RegionIs
847,烟草枯萎病,Fusarium oxysporum f. sp. nicotianae,台湾,Taiwan,主要发生地,RegionIs
848,烟草斑点病,Tobacco spot disease,福建,Fujian,主要发生地,RegionIs
849,烟草斑点病,Tobacco spot disease,台湾,Taiwan,主要发生地,RegionIs
850,烟草斑点病,Tobacco spot disease,云南,Yunnan,主要发生地,RegionIs
851,烟草斑点病,Tobacco spot disease,广西,Guangxi,主要发生地,RegionIs
852,烟草斑点病,Tobaco spot disease,贵州,Guizhou,主要发生地,RegionIs
853,烟草斑点病,Tobacco spot disease,湖南,Hunan,主要发生地,RegionIs
854,烟草斑点病,Tobacco spot disease,四川,Sichuan,主要发生地,RegionIs
855,烟草斑点病,Tobacco spot disease,湖北,Hubei,主要发生地,RegionIs
856,烟草斑点病,Tobacco spot disease,安徽,Anhui,主要发生地,RegionIs
857,烟草斑点病,Tobacco spot disease,河南,Henan,主要发生地,RegionIs
858,烟草斑点病,Tobacco spot disease,辽宁,Liaoning,主要发生地,RegionIs
859,烟草斑点病,Tobacco spot disease,吉林,Jilin,主要发生地,RegionIs
860,烟草青枯病,Ralstonia solanacearum,广西,Guangxi,主要发生地,RegionIs
861,烟草青枯病,Ralstonia solanacearum,福建,Fujian,主要发生地,RegionIs
862,烟草青枯病,Ralstonia solanacearum,湖南,Hunan,主要发生地,RegionIs
863,烟草青枯病,Ralstonia solanacearum,湖北,Hubei,主要发生地,RegionIs
864,烟草青枯病,Ralstonia solanacearum,四川,Sichuan,主要发生地,RegionIs
865,烟草青枯病,Ralstonia solanacearum,浙江,Zhejiang,主要发生地,RegionIs
866,烟草青枯病,Ralstonia solanacearum,安徽,Anhui,主要发生地,RegionIs
867,烟草野火病,Pseudomonas syringae pv. tabaci,吉林,Jilin,主要发生地,RegionIs
868,烟草野火病,Pseudomonas syringae pv. tabaci,辽宁,Liaoning,主要发生地,RegionIs
869,烟草野火病,Pseudomonas syringae pv. tabaci,山东,Shandong,主要发生地,RegionIs
870,烟草野火病,Pseudomonas syringae pv. tabaci,四川,Sichuan,主要发生地,RegionIs
871,烟草野火病,Pseudomonas syringae pv. tabaci,云南,Yunnan,主要发生地,RegionIs
872,烟草角斑病,Pseudomonas syringae pv. angulata,河南,Henan,主要发生地,RegionIs
873,烟草角斑病,Pseudomonas syringae pv. angulata,安徽,Anhui,主要发生地,RegionIs
874,烟草角斑病,Pseudomonas syringae pv. angulata,四川,Sichuan,主要发生地,RegionIs
875,烟草角斑病,Pseudomonas syringae pv. angulata,贵州,Guizhou,主要发生地,RegionIs
876,烟草角斑病,Pseudomonas syringae pv. angulata,云南,Yunnan,主要发生地,RegionIs
877,烟草角斑病,Pseudomonas syringae pv. angulata,浙江,Zhejiang,主要发生地,RegionIs
878,烟草角斑病,Pseudomonas syringae pv. angulata,陕西,Shaanxi,主要发生地,RegionIs
879,烟草角斑病,Pseudomonas syringae pv. angulata,广西,Guangxi,主要发生地,RegionIs
880,烟草角斑病,Pseudomonas syringae pv. angulata,辽宁,Liaoning,主要发生地,RegionIs
881,烟草角斑病,Pseudomonas syringae pv. angulata,吉林,Jilin,主要发生地,RegionIs
882,烟草角斑病,Pseudomonas syringae pv. angulata,黑龙江,Heilongjiang,主要发生地,RegionIs
883,烟草角斑病,Pseudomonas syringae pv. angulata,山东,Shandong,主要发生地,RegionIs
884,烟草马铃薯Y病毒病,Potato virus Y (PVY),辽宁,Liaoning,主要发生地,RegionIs
885,烟草马铃薯Y病毒病,Potato virus Y (PVY),河南,Henan,主要发生地,RegionIs
886,烟草马铃薯Y病毒病,Potato virus Y (PVY),四川,Sichuan,主要发生地,RegionIs
887,烟草蚀纹病毒病,Tobacco etch virus (TEV),安徽,Anhui,主要发生地,RegionIs
888,烟草蚀纹病毒病,Tobacco etch virus (TEV),辽宁,Liaoning,主要发生地,RegionIs
889,烟草蚀纹病毒病,Tobacco etch virus (TEV),广东,Guangdong,主要发生地,RegionIs
890,烟草蚀纹病毒病,Tobacco etch virus (TEV),贵州,Guizhou,主要发生地,RegionIs
891,烟草环斑病毒病,Tobacco ringspot virus (TRSV),山东,Shandong,主要发生地,RegionIs
892,烟草环斑病毒病,Tobacco ringspot virus (TRSV),河南,Henan,主要发生地,RegionIs
893,烟草环斑病毒病,Tobacco ringspot virus (TRSV),安徽,Anhui,主要发生地,RegionIs
894,烟草环斑病毒病,Tobacco ringspot virus (TRSV),辽宁,Liaoning,主要发生地,RegionIs
895,烟草环斑病毒病,Tobacco ringspot virus (TRSV),黑龙江,Heilongjiang,主要发生地,RegionIs
896,烟草环斑病毒病,Tobacco ringspot virus (TRSV),云南,Yunnan,主要发生地,RegionIs
897,烟草环斑病毒病,Tobacco ringspot virus (TRSV),贵州,Guizhou,主要发生地,RegionIs
898,烟草环斑病毒病,Tobacco ringspot virus (TRSV),福建,Fujian,主要发生地,RegionIs
899,烟草环斑病毒病,Tobacco ringspot virus (TRSV),湖南,Hunan,主要发生地,RegionIs
900,烟草环斑病毒病,Tobacco ringspot virus (TRSV),湖北,Hubei,主要发生地,RegionIs
901,烟草环斑病毒病,Tobacco ringspot virus (TRSV),陕西,Shaanxi,主要发生地,RegionIs
902,烟草环斑病毒病,Tobacco ringspot virus (TRSV),台湾,Taiwan,主要发生地,RegionIs
903,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),吉林,Jilin,主要发生地,RegionIs
904,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),辽宁,Liaoning,主要发生地,RegionIs
905,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),山东,Shandong,主要发生地,RegionIs
906,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),河南,Henan,主要发生地,RegionIs
907,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),安徽,Anhui,主要发生地,RegionIs
908,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),湖北,Hubei,主要发生地,RegionIs
909,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),四川,Sichuan,主要发生地,RegionIs
910,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),重庆,Chongqing,主要发生地,RegionIs
911,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),贵州,Guizhou,主要发生地,RegionIs
912,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),云南,Yunnan,主要发生地,RegionIs
913,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),福建,Fujian,主要发生地,RegionIs
914,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),广东,Guangdong,主要发生地,RegionIs
915,烟草普通花叶病毒病,Tobacco mosaic virus (TMV),台湾,Taiwan,主要发生地,RegionIs
916,烟草甜菜曲顶病毒病,Beet curly top virus (BCTV),安徽,Anhui,主要发生地,RegionIs
917,烟草甜菜曲顶病毒病,Beet curly top virus (BCTV),陕西,Shaanxi,主要发生地,RegionIs
918,烟草曲叶病毒病,Tobacco leaf curl virus (TLCV),福建,Fujian,主要发生地,RegionIs
919,烟草曲叶病毒病,Tobacco leaf curl virus (TLCV),台湾,Taiwan,主要发生地,RegionIs
920,烟草曲叶病毒病,Tobacco leaf curl virus (TLCV),云南,Yunnan,主要发生地,RegionIs
921,烟草曲叶病毒病,Tobacco leaf curl virus (TLCV),贵州,Guizhou,主要发生地,RegionIs
922,烟草曲叶病毒病,Tobacco leaf curl virus (TLCV),辽宁,Liaoning,主要发生地,RegionIs
923,烟草曲叶病毒病,Tobacco leaf curl virus (TLCV),吉林,Jilin,主要发生地,RegionIs
924,烟草根结线虫病,Meloidogyne spp.,重庆,Chongqing,主要发生地,RegionIs
925,烟草根结线虫病,Meloidogyne spp.,河南,Henan,主要发生地,RegionIs
926,烟草根结线虫病,Meloidogyne spp.,云南,Yunnan,主要发生地,RegionIs
927,烟草根结线虫病,Meloidogyne spp.,广西,Guangxi,主要发生地,RegionIs
928,烟草根结线虫病,Meloidogyne spp.,湖南,Hunan,主要发生地,RegionIs
929,烟草根结线虫病,Meloidogyne spp.,湖北,Hubei,主要发生地,RegionIs
930,烟草气候斑点病,Tobacco weather fleck,河南,Henan,主要发生地,RegionIs
931,烟草气候斑点病,Tobacco weather fleck,福建,Fujian,主要发生地,RegionIs
932,烟草气候斑点病,Tobacco weather fleck,广东,Guangdong,主要发生地,RegionIs
933,烟草气候斑点病,Tobacco weather fleck,山东,Shandong,主要发生地,RegionIs
934,烟草气候斑点病,Tobacco weather fleck,广西,Guangxi,主要发生地,RegionIs
935,烟草剑叶病,Tobacco sword leaf disease,在山,On the Mountain,主要发生地,RegionIs
936,烟草根褐腐线虫病,Tobacco root brown rot nematode disease,陕西,Shaanxi,主要发生地,RegionIs
937,烟草根褐腐线虫病,Tobacco root brown rot nematode disease,山东,Shandong,主要发生地,RegionIs
938,烟草根褐腐线虫病,Tobacco root brown rot nematode disease,安徽,Anhui,主要发生地,RegionIs
939,菟丝子,Cuscuta spp.,河南,Henan,主要发生地,RegionIs
940,菟丝子,Cuscuta spp.,四川,Sichuan,主要发生地,RegionIs
941,菟丝子,Cuscuta spp.,山东,Shandong,主要发生地,RegionIs
942,菟丝子,Cuscuta spp.,安徽,Anhui,主要发生地,RegionIs
943,菟丝子,Cuscuta spp.,辽宁,Liaoning,主要发生地,RegionIs
944,菟丝子,Cuscuta spp.,吉林,Jilin,主要发生地,RegionIs
945,菟丝子,Cuscuta spp.,黑龙江,Heilongjiang,主要发生地,RegionIs
946,烟草潜叶蛾,Phthorimaea operculella,云南,Yunnan,主要发生地,RegionIs
947,烟草潜叶蛾,Phthorimaea operculella,广西,Guangxi,主要发生地,RegionIs
948,烟草潜叶蛾,Phthorimaea operculella,浙江,Zhejiang,主要发生地,RegionIs
949,烟草蛀茎蛾,Sesamia inferens,云南,Yunnan,主要发生地,RegionIs
950,烟草蛀茎蛾,Sesamia inferens,海南,Hainan,主要发生地,RegionIs
951,芝麻天蛾,Acherontia styx,北京,Beijing,主要发生地,RegionIs
952,芝麻天蛾,Acherontia styx,河北,Hebei,主要发生地,RegionIs
953,芝麻天蛾,Acherontia styx,河南,Henan,主要发生地,RegionIs
954,芝麻天蛾,Acherontia styx,山东,Shandong,主要发生地,RegionIs
955,芝麻天蛾,Acherontia styx,山西,Shanxi,主要发生地,RegionIs
